MAZ,HH,ADLT,WRKR,KID
2689,581,1337,925,265
2690,0,0,0,0
2691,0,0,0,0
2692,624,1442,969,282
2693,375,850,579,185
2694,17,38,25,9
2695,25,59,39,15
2696,258,578,388,146
2697,201,446,300,115
2698,0,0,0,0
2699,36,81,53,22
2700,0,0,0,0
2701,3,7,5,1
2702,96,270,154,74
2703,437,1249,811,365
2704,48,107,70,30
2705,314,730,459,276
2706,615,1742,1151,527
2707,367,1038,686,314
2708,585,1362,858,515
2709,335,835,533,273
2710,442,1106,738,396
2711,480,1184,804,444
2712,120,299,206,112
2713,142,352,242,133
2714,431,902,597,252
2715,231,568,389,215
2716,142,303,207,82
2717,107,265,182,100
2718,339,758,517,189
2719,151,339,230,84
2720,178,391,267,100
2721,105,220,150,60
2722,472,1060,724,264
2723,214,481,328,120
2724,574,1283,873,321
2725,442,995,650,245
2726,526,1334,863,292
2727,506,1307,819,315
2728,436,1172,716,277
2729,275,733,455,174
2730,1361,3022,2210,692
2731,598,1354,975,286
2732,349,780,579,176
2733,630,1458,1056,326
2734,12,33,23,8
2735,475,1235,820,305
2736,363,1113,734,407
2737,646,1807,1205,598
2738,447,1169,767,295
2739,423,1105,701,298
2740,478,1340,879,438
2741,420,1001,741,328
2742,463,1034,644,258
2743,338,756,471,187
2744,412,948,656,278
2745,136,306,190,75
2746,575,1208,822,325
2747,126,266,182,72
2748,133,279,186,74
2749,586,1232,833,333
2750,233,490,334,132
2751,0,0,0,0
2752,362,760,519,205
2753,0,0,0,0
2754,0,0,0,0
2755,0,0,0,0
2756,84,205,141,78
2757,0,0,0,0
2758,220,540,371,204
2759,17,43,29,15
2760,301,633,432,170
2761,396,830,566,224
2762,192,403,261,104
2763,211,445,304,119
2764,0,0,0,0
2765,164,345,236,93
2766,6,11,8,2
2767,17,38,25,10
2768,313,668,426,179
2769,20,42,29,11
2770,238,509,323,126
2771,67,153,95,38
2772,270,533,350,134
2773,367,821,486,199
2774,290,826,548,289
2775,330,581,400,149
2776,336,609,423,149
2777,648,1141,787,293
2778,516,1596,1045,625
2779,498,1462,966,528
2780,324,788,530,320
2781,644,1724,1150,675
2782,66,120,87,26
2783,5,7,6,2
2784,0,0,0,0
2785,0,0,0,0
2786,0,0,0,0
2787,26,54,35,12
2788,86,181,117,41
2789,149,309,199,71
2790,193,405,261,92
2791,57,111,71,28
2792,665,1279,813,321
2793,0,0,0,0
2794,573,1102,701,276
2795,0,0,0,0
2796,429,821,534,207
2797,123,243,161,55
2798,192,426,284,120
2799,1219,2557,1645,712
2800,416,975,676,267
2801,650,1319,844,352
2802,373,803,545,195
2803,392,967,695,255
2804,345,780,563,204
2805,134,336,244,88
2806,0,0,0,0
2807,897,1940,1319,462
2808,0,0,0,0
2809,1242,2806,2008,727
2810,0,0,0,0
2811,0,0,0,0
2812,0,0,0,0
2813,0,0,0,0
2814,1403,2604,1879,556
2815,1,2,1,0
2816,0,0,0,0
2817,0,0,0,0
2818,0,0,0,0
2819,0,0,0,0
2820,22,43,30,8
2821,53,111,80,22
2822,0,0,0,0
2823,1076,1986,1428,433
2824,289,606,434,115
2825,285,559,360,125
2826,218,416,287,91
2827,491,1018,630,204
2828,190,376,240,85
2829,325,672,416,135
2830,938,2054,1329,641
2831,373,854,564,237
2832,347,722,452,142
2833,1072,2339,1533,529
2834,269,627,406,168
2835,597,1391,911,367
2836,263,586,398,135
2837,398,901,641,211
2838,1043,2268,1582,568
2839,638,1296,875,357
2840,792,1647,1128,441
2841,562,1133,766,319
2842,330,692,475,185
2843,588,1198,814,325
2844,367,806,530,207
2845,276,607,392,155
2846,363,753,545,130
2847,381,860,611,201
2848,590,1307,846,325
2849,407,896,590,228
2850,352,728,511,130
2851,538,1113,801,198
2852,375,894,582,246
2853,348,851,559,233
2854,214,422,269,94
2855,668,1355,852,303
2856,873,1700,1093,426
2857,577,1229,763,320
2858,302,636,456,121
2859,717,1418,901,314
2860,27,47,33,7
2861,219,422,272,109
2862,341,707,482,141
2863,325,680,490,130
2864,358,724,455,165
2865,1257,2428,1687,432
2866,0,0,0,0
2867,261,528,354,105
2868,203,450,296,104
2869,362,784,516,184
2870,559,1072,719,216
2871,370,719,463,185
2872,442,956,628,224
2873,425,824,532,211
2874,340,723,449,191
2875,758,1612,1000,427
2876,682,1433,951,489
2877,519,1105,686,292
2878,432,977,639,252
2879,369,831,550,208
2880,347,762,498,191
2881,569,1261,842,309
2882,446,1036,722,302
2883,420,983,686,285
2884,400,938,660,277
2885,640,1517,1075,443
2886,506,1217,823,335
2887,313,719,479,189
2888,573,1578,1114,485
2889,373,1064,752,319
2890,417,884,633,175
2891,171,363,260,71
2892,0,0,0,0
2893,177,375,268,73
2894,128,270,193,53
2895,1192,2481,1755,544
2896,20,45,32,8
2897,384,796,558,181
2898,0,0,0,0
2899,205,447,298,133
2900,0,0,0,0
2901,0,0,0,0
2902,229,482,322,166
2903,587,1234,826,427
2904,156,377,247,70
2905,271,570,381,197
2906,598,1297,852,302
2907,293,622,414,195
2908,694,1657,1092,340
2909,549,1328,871,249
2910,482,1117,733,229
2911,237,513,337,120
2912,444,1075,704,201
2913,371,899,589,168
2914,296,673,474,234
2915,0,0,0,0
2916,1140,2403,1608,698
2917,854,1977,1362,648
2918,456,1047,720,336
2919,296,688,470,219
2920,558,1069,614,222
2921,368,751,459,154
2922,394,842,453,141
2923,307,631,375,124
2924,968,1749,1058,409
2925,609,1105,656,253
2926,421,894,485,152
2927,523,1095,616,203
2928,628,1319,868,358
2929,421,888,575,232
2930,400,846,549,221
2931,93,195,126,51
2932,565,1166,788,348
2933,688,1429,959,416
2934,587,1212,820,362
2935,422,873,590,261
2936,380,899,535,168
2937,505,1196,711,224
2938,474,1126,670,211
2939,498,1181,702,220
2940,327,674,435,167
2941,506,1018,654,237
2942,1608,3068,1942,613
2943,1069,2038,1296,409
2944,861,1640,1211,499
2945,1353,2407,1654,611
2946,1297,2436,1807,740
2947,578,1068,781,307
2948,41,72,50,18
2949,0,0,0,0
2950,0,0,0,0
2951,0,0,0,0
2952,0,0,0,0
2953,0,0,0,0
2954,0,0,0,0
2955,0,0,0,0
2956,0,0,0,0
2957,0,0,0,0
2958,0,0,0,0
2959,0,0,0,0
2960,0,0,0,0
2961,0,0,0,0
2962,0,0,0,0
2963,0,0,0,0
2964,0,0,0,0
2965,0,0,0,0
2966,423,890,613,178
2967,0,0,0,0
2968,1118,1957,1343,483
2969,123,216,148,53
2970,127,224,154,55
2971,89,188,130,38
2972,389,813,554,251
2973,7,12,8,3
2974,509,1091,743,302
2975,294,618,418,186
2976,384,804,548,248
2977,1136,2378,1612,726
2978,606,1352,816,258
2979,322,719,434,138
2980,0,0,0,0
2981,0,0,0,0
2982,0,0,0,0
2983,1017,2514,1646,1318
2984,309,677,424,139
2985,0,0,0,0
2986,1,2,1,0
2987,43,94,73,67
2988,3,5,3,1
2989,647,1363,936,272
2990,0,0,0,0
2991,129,273,183,54
2992,498,1044,723,207
2993,74,147,105,28
2994,506,1016,740,194
2995,276,558,406,106
2996,0,0,0,0
2997,0,0,0,0
2998,427,759,397,168
2999,391,697,364,153
3000,0,0,0,0
3001,0,0,0,0
3002,293,511,310,110
3003,1435,2530,1586,511
3004,371,659,344,145
3005,666,1181,645,258
3006,752,1331,778,278
3007,548,970,616,195
3008,495,996,725,189
3009,917,1818,1276,357
3010,365,733,534,140
3011,324,636,431,125
3012,0,0,0,0
3013,0,0,0,0
3014,0,0,0,0
3015,18,35,25,7
3016,0,0,0,0
3017,0,0,0,0
3018,0,0,0,0
3019,0,0,0,0
3020,0,0,0,0
3021,537,1155,757,232
3022,331,709,465,147
3023,378,809,527,164
3024,407,873,572,174
3025,0,0,0,0
3026,98,211,138,42
3027,70,131,86,22
3028,110,241,155,45
3029,849,1610,1124,248
3030,0,0,0,0
3031,137,260,182,41
3032,0,0,0,0
3033,128,251,160,43
3034,94,177,121,28
3035,1280,2509,1622,425
3036,1026,1977,1342,316
3037,241,600,309,105
3038,316,717,402,125
3039,414,1025,528,180
3040,531,1114,675,191
3041,163,346,202,92
3042,214,525,272,94
3043,715,1520,886,398
3044,799,1710,990,439
3045,550,1283,764,229
3046,524,1212,715,227
3047,554,1280,756,244
3048,894,2049,1173,410
3049,772,1638,911,308
3050,171,361,199,70
3051,695,1471,809,283
3052,1004,2121,1173,407
3053,1579,3879,2403,744
3054,1135,2521,1557,552
3055,1318,3219,1986,619
3056,1031,2271,1404,488
3057,414,918,565,199
3058,231,508,316,84
3059,63,136,85,28
3060,648,1226,804,206
3061,856,1578,1027,319
3062,102,176,113,38
3063,1930,3266,2102,657
3064,674,1335,923,331
3065,315,694,432,112
3066,297,652,412,112
3067,393,828,586,217
3068,316,699,436,113
3069,429,933,629,216
3070,156,361,224,65
3071,310,717,444,130
3072,0,0,0,0
3073,1482,2433,1437,413
3074,560,1175,822,315
3075,374,870,588,186
3076,477,1103,683,200
3077,270,509,336,85
3078,773,1271,755,217
3079,7,13,8,2
3080,429,994,662,225
3081,198,442,246,102
3082,369,739,465,133
3083,596,1322,746,302
3084,500,970,627,162
3085,0,0,0,0
3086,591,1323,738,309
3087,222,540,315,76
3088,605,1356,759,317
3089,690,1566,1057,283
3090,481,1159,673,173
3091,647,1468,993,263
3092,679,1643,958,232
3093,490,1111,751,199
3094,510,984,620,305
3095,257,505,309,133
3096,426,844,502,189
3097,709,1392,841,345
3098,513,1019,655,289
3099,744,1474,922,388
3100,614,1280,720,257
3101,649,1282,842,383
3102,372,772,448,160
3103,0,0,0,0
3104,739,1773,1216,431
3105,156,377,261,93
3106,300,720,499,173
3107,640,1591,1013,369
3108,655,1679,991,365
3109,389,995,591,224
3110,280,721,427,153
3111,0,0,0,0
3112,0,0,0,0
3113,181,464,275,99
3114,0,0,0,0
3115,490,1258,745,269
3116,307,701,469,161
3117,422,965,653,221
3118,204,467,316,107
3119,526,1106,719,261
3120,404,812,529,232
3121,569,1169,735,297
3122,366,737,480,210
3123,0,0,0,0
3124,462,1020,643,330
3125,686,1386,903,413
3126,461,1048,662,343
3127,577,1207,779,360
3128,72,150,101,54
3129,144,307,207,111
3130,203,430,289,156
3131,222,474,309,167
3132,28,60,40,22
3133,36,77,52,28
3134,0,0,0,0
3135,0,0,0,0
3136,227,462,247,80
3137,0,0,0,0
3138,56,114,60,20
3139,498,1018,525,178
3140,164,341,182,90
3141,361,792,364,152
3142,415,881,488,229
3143,9,19,9,4
3144,235,424,265,146
3145,189,357,214,128
3146,443,822,506,286
3147,753,1437,857,504
3148,280,549,318,153
3149,342,587,380,183
3150,370,738,398,188
3151,697,1194,797,376
3152,718,1506,861,448
3153,763,1600,922,563
3154,706,1535,972,483
3155,340,731,478,247
3156,646,1327,815,401
3157,416,869,548,266
3158,462,1070,663,348
3159,470,1093,675,352
3160,560,1192,640,298
3161,567,1224,574,257
3162,483,1084,656,331
3163,841,1847,1053,487
3164,1019,2060,1106,388
3165,384,815,452,152
3166,1567,3675,2404,822
3167,540,1277,835,296
3168,291,699,450,179
3169,0,0,0,0
3170,612,1459,918,392
3171,225,537,348,141
3172,379,921,559,231
3173,402,978,594,248
3174,223,545,332,136
3175,399,974,584,243
3176,91,186,101,35
3177,805,1838,1072,395
3178,0,0,0,0
3179,602,1515,918,319
3180,599,1287,726,205
3181,1135,2357,1224,373
3182,565,1218,695,197
3183,134,277,144,46
3184,1342,2861,1763,760
3185,914,1973,1227,445
3186,810,1737,1070,445
3187,647,1395,859,333
3188,417,974,590,201
3189,104,239,149,55
3190,670,1625,978,460
3191,1494,3507,2123,1165
3192,658,1513,953,336
3193,682,1586,975,336
3194,181,468,244,82
3195,578,1454,839,315
3196,823,1925,1156,599
3197,371,850,530,287
3198,1001,2031,1403,604
3199,447,1009,593,311
3200,850,1926,1121,546
3201,293,662,390,206
3202,0,0,0,0
3203,324,821,473,177
3204,0,0,0,0
3205,384,921,469,201
3206,803,1997,1098,473
3207,429,1055,585,264
3208,698,1753,925,355
3209,644,1499,803,317
3210,1102,2127,1132,574
3211,601,1208,674,288
3212,502,1056,587,280
3213,102,240,144,66
3214,7,12,8,3
3215,0,0,0,0
3216,0,0,0,0
3217,86,190,120,50
3218,130,343,178,56
3219,600,1498,943,320
3220,0,0,0,0
3221,542,965,328,77
3222,339,617,223,58
3223,499,885,306,73
3224,482,1185,724,324
3225,432,955,594,274
3226,425,957,549,258
3227,395,973,519,223
3228,709,1669,928,423
3229,55,133,71,30
3230,466,1078,598,280
3231,220,522,275,89
3232,242,528,262,149
3233,592,1292,639,362
3234,438,957,473,268
3235,29,54,31,15
3236,93,184,97,40
3237,58,122,57,20
3238,1046,2055,926,291
3239,340,582,223,37
3240,1961,3708,1437,247
3241,1108,1799,778,188
3242,2277,3852,2078,478
3243,1152,2099,1477,470
3244,1180,2164,1376,432
3245,2512,3953,3121,818
3246,1787,3173,2411,714
3247,365,571,451,115
3248,1707,3241,2233,812
3249,542,1152,762,347
3250,449,1008,598,318
3251,145,309,207,94
3252,257,573,349,179
3253,229,543,285,168
3254,24,54,28,18
3255,103,239,125,79
3256,26,61,32,20
3257,20,45,23,15
3258,15,32,16,10
3259,22,50,26,16
3260,21,45,23,15
3261,27,51,27,17
3262,27,52,27,16
3263,15,29,15,10
3264,22,47,25,16
3265,9,19,10,5
3266,0,0,0,0
3267,7,14,7,5
3268,0,0,0,0
3269,7,14,7,5
3270,21,43,22,14
3271,16,38,20,13
3272,25,55,29,19
3273,2,3,1,1
3274,6,13,7,4
3275,9,18,10,6
3276,22,50,26,17
3277,0,0,0,0
3278,0,0,0,0
3279,0,0,0,0
3280,0,0,0,0
3281,16,29,15,10
3282,11,26,15,8
3283,1,1,0,1
3284,3,5,3,2
3285,27,62,32,21
3286,15,33,17,10
3287,21,50,26,16
3288,10,23,13,7
3289,17,42,22,13
3290,14,34,18,12
3291,12,27,15,9
3292,15,39,21,12
3293,152,323,204,100
3294,107,245,142,77
3295,34,72,48,21
3296,153,336,208,104
3297,93,196,131,59
3298,67,141,94,43
3299,69,145,97,43
3300,72,153,102,46
3301,0,0,0,0
3302,0,0,0,0
3303,0,0,0,0
3304,0,0,0,0
3305,7,14,7,5
3306,17,42,23,13
3307,0,0,0,0
3308,5,12,6,3
3309,8,17,9,5
3310,7,15,8,4
3311,18,43,23,14
3312,5,12,6,3
3313,4,9,5,2
3314,0,0,0,0
3315,0,0,0,0
3316,1,2,1,0
3317,0,0,0,0
3318,26,58,30,19
3319,2,3,2,1
3320,16,40,21,13
3321,12,28,15,8
3322,11,25,13,9
3323,14,34,18,12
3324,11,25,13,9
3325,14,35,19,11
3326,1,2,1,0
3327,0,0,0,0
3328,0,0,0,0
3329,15,38,20,13
3330,17,41,21,14
3331,6,13,7,4
3332,20,49,27,15
3333,24,54,28,18
3334,56,131,68,43
3335,61,140,73,45
3336,68,157,81,52
3337,0,0,0,0
3338,1,1,0,1
3339,15,38,19,13
3340,53,123,64,40
3341,209,443,298,134
3342,164,349,234,106
3343,234,495,334,151
3344,43,90,61,28
3345,306,648,435,198
3346,3,6,4,2
3347,2,3,2,1
3348,1,1,1,1
3349,60,138,71,45
3350,73,172,90,56
3351,51,119,62,40
3352,57,132,69,44
3353,51,120,64,39
3354,71,167,87,55
3355,67,156,82,51
3356,72,169,87,55
3357,60,138,72,45
3358,4,8,4,3
3359,127,295,153,96
3360,2,3,2,1
3361,0,0,0,0
3362,0,0,0,0
3363,0,0,0,0
3364,0,0,0,0
3365,2,3,0,1
3366,7,14,7,5
3367,0,0,0,0
3368,0,0,0,0
3369,0,0,0,0
3370,0,0,0,0
3371,0,0,0,0
3372,0,0,0,0
3373,0,0,0,0
3374,0,0,0,0
3375,0,0,0,0
3376,0,0,0,0
3377,22,50,27,17
3378,0,0,0,0
3379,0,0,0,0
3380,0,0,0,0
3381,77,180,94,59
3382,69,163,85,54
3383,21,50,26,16
3384,24,54,28,18
3385,67,156,81,51
3386,45,106,55,35
3387,0,0,0,0
3388,0,0,0,0
3389,29,62,42,19
3390,0,0,0,0
3391,0,0,0,0
3392,0,0,0,0
3393,1603,3244,2518,1230
3394,1118,2415,1805,720
3395,701,1574,1212,580
3396,997,2230,1716,796
3397,778,1497,970,466
3398,7,14,10,4
3399,739,1414,923,448
3400,97,186,121,58
3401,119,227,146,71
3402,255,491,313,153
3403,0,0,0,0
3404,0,0,0,0
3405,0,0,0,0
3406,48,91,59,29
3407,0,0,0,0
3408,0,0,0,0
3409,102,197,126,62
3410,77,149,95,46
3411,0,0,0,0
3412,16,30,20,10
3413,160,307,196,96
3414,225,432,276,135
3415,45,87,55,27
3416,4,7,4,3
3417,72,138,88,43
3418,30,59,38,18
3419,88,211,135,48
3420,31,73,46,17
3421,59,103,72,31
3422,38,74,47,22
3423,138,266,180,73
3424,94,226,146,52
3425,566,979,677,288
3426,88,151,104,45
3427,1218,2101,1453,629
3428,169,295,204,88
3429,737,1324,882,328
3430,90,160,108,48
3431,150,265,181,73
3432,225,387,268,117
3433,359,759,532,196
3434,383,715,459,146
3435,489,1034,725,269
3436,317,592,381,120
3437,2125,4726,3580,1672
3438,813,1718,1205,446
3439,617,1149,830,265
3440,457,964,677,252
3441,428,921,650,240
3442,467,1002,707,266
3443,512,1097,774,291
3444,434,932,658,249
3445,487,1031,714,257
3446,606,1140,735,230
3447,411,852,601,189
3448,340,706,497,156
3449,472,825,594,180
3450,488,810,623,167
3451,945,1600,1173,370
3452,589,1098,755,280
3453,382,796,529,210
3454,59,138,89,33
3455,332,788,509,182
3456,169,403,263,91
3457,72,174,112,40
3458,106,252,163,58
3459,73,176,114,40
3460,118,282,181,65
3461,102,242,157,56
3462,88,210,136,49
3463,227,541,349,125
3464,543,1294,836,299
3465,321,698,473,199
3466,712,1546,1037,440
3467,402,921,619,251
3468,432,941,638,268
3469,95,216,122,53
3470,99,218,146,62
3471,75,169,95,41
3472,212,499,334,133
3473,219,501,282,124
3474,176,403,226,99
3475,356,814,458,201
3476,194,443,249,109
3477,718,1334,927,348
3478,335,620,434,163
3479,262,484,339,128
3480,404,746,522,196
3481,289,596,421,132
3482,520,1073,745,246
3483,0,0,0,0
3484,168,348,246,77
3485,393,646,408,109
3486,1131,1824,1143,342
3487,162,264,167,45
3488,0,0,0,0
3489,14,22,14,4
3490,69,115,72,19
3491,414,853,622,222
3492,333,684,499,179
3493,4,6,3,1
3494,524,1088,789,265
3495,398,746,488,156
3496,478,970,623,212
3497,344,712,516,177
3498,553,1142,831,285
3499,420,867,627,214
3500,262,546,391,136
3501,252,578,325,142
3502,198,451,254,110
3503,183,422,237,103
3504,241,555,323,133
3505,81,187,109,47
3506,231,553,370,144
3507,202,461,260,114
3508,60,144,97,38
3509,227,539,359,143
3510,272,651,435,171
3511,14,36,24,9
3512,0,0,0,0
3513,0,0,0,0
3514,0,0,0,0
3515,0,0,0,0
3516,0,0,0,0
3517,0,0,0,0
3518,37,91,61,24
3519,0,0,0,0
3520,0,0,0,0
3521,204,470,286,116
3522,0,0,0,0
3523,0,0,0,0
3524,1,1,1,1
3525,202,379,274,95
3526,874,1648,1177,414
3527,1096,1936,1394,496
3528,0,0,0,0
3529,447,886,522,170
3530,229,455,256,90
3531,200,394,231,75
3532,163,324,182,64
3533,450,913,634,217
3534,624,1232,780,240
3535,633,1249,770,233
3536,296,584,360,109
3537,301,628,369,128
3538,0,0,0,0
3539,20,43,27,9
3540,76,159,98,32
3541,70,148,91,29
3542,331,696,428,135
3543,990,2126,1356,445
3544,615,1294,793,251
3545,152,319,230,80
3546,1016,2131,1524,530
3547,161,337,242,84
3548,639,1506,1044,372
3549,1010,2117,1528,528
3550,386,804,548,219
3551,853,1358,860,203
3552,1068,2056,1386,558
3553,390,820,559,222
3554,445,929,633,253
3555,606,1172,788,347
3556,587,1136,763,337
3557,398,832,571,220
3558,610,1292,883,349
3559,868,1571,1109,371
3560,0,0,0,0
3561,377,719,475,167
3562,0,0,0,0
3563,453,873,573,207
3564,327,596,425,150
3565,759,1542,988,284
3566,389,787,503,147
3567,383,781,499,140
3568,283,562,363,113
3569,790,1668,1030,415
3570,297,620,389,132
3571,528,1124,694,268
3572,1203,2538,1579,571
3573,467,1175,789,286
3574,446,1123,755,275
3575,298,745,501,182
3576,323,813,543,197
3577,442,1096,826,296
3578,99,210,149,65
3579,427,914,627,264
3580,0,0,0,0
3581,0,0,0,0
3582,281,723,543,188
3583,0,0,0,0
3584,1263,2673,1873,825
3585,5,7,5,2
3586,0,0,0,0
3587,0,0,0,0
3588,0,0,0,0
3589,18,39,28,12
3590,1,2,2,0
3591,0,0,0,0
3592,0,0,0,0
3593,577,1164,796,292
3594,269,514,323,113
3595,818,1656,1115,407
3596,169,324,202,71
3597,663,1261,798,284
3598,428,909,607,253
3599,570,1082,682,245
3600,192,366,230,81
3601,550,1178,781,330
3602,329,694,456,231
3603,367,784,527,223
3604,332,675,460,177
3605,983,2013,1350,627
3606,413,773,554,156
3607,275,516,369,104
3608,353,664,475,134
3609,434,866,521,258
3610,239,433,225,103
3611,921,1757,1006,463
3612,378,687,358,163
3613,171,382,252,116
3614,398,864,560,266
3615,471,1057,689,319
3616,298,654,427,204
3617,286,522,285,94
3618,719,1308,714,236
3619,557,1013,553,182
3620,149,314,194,83
3621,130,277,146,87
3622,203,370,203,67
3623,134,282,148,91
3624,167,303,165,55
3625,32,65,42,12
3626,888,1837,1174,321
3627,48,100,65,18
3628,224,462,298,80
3629,1447,3009,2226,929
3630,1424,2931,2184,902
3631,418,887,522,188
3632,381,798,489,157
3633,254,524,339,92
3634,424,878,567,153
3635,275,656,451,177
3636,379,895,620,254
3637,94,195,126,34
3638,670,1378,854,251
3639,395,934,646,262
3640,489,1160,791,327
3641,177,376,198,121
3642,594,1068,615,204
3643,632,1488,1038,430
3644,271,566,379,157
3645,424,771,446,146
3646,314,706,460,213
3647,362,711,462,192
3648,496,974,633,260
3649,348,781,511,236
3650,472,1011,661,293
3651,596,1171,759,315
3652,1241,2213,1459,430
3653,496,972,566,275
3654,553,1006,523,239
3655,896,1609,1067,302
3656,432,775,517,147
3657,357,714,443,168
3658,475,950,587,223
3659,440,880,544,206
3660,614,1215,768,302
3661,632,1360,879,407
3662,673,1420,909,385
3663,479,1029,666,309
3664,433,908,579,253
3665,312,610,397,163
3666,467,1006,650,301
3667,343,744,456,239
3668,10,19,12,5
3669,420,903,564,247
3670,628,1364,879,437
3671,485,1057,684,336
3672,503,1092,703,348
3673,0,0,0,0
3674,0,0,0,0
3675,411,875,515,170
3676,612,1286,783,294
3677,180,379,224,74
3678,238,508,299,99
3679,0,0,0,0
3680,319,682,402,134
3681,13,26,14,8
3682,0,0,0,0
3683,352,725,415,244
3684,0,0,0,0
3685,0,0,0,0
3686,195,369,180,83
3687,0,0,0,0
3688,77,145,74,35
3689,275,500,240,138
3690,294,562,275,126
3691,24,45,22,10
3692,49,94,46,21
3693,91,173,85,38
3694,0,0,0,0
3695,0,0,0,0
3696,286,563,305,123
3697,0,0,0,0
3698,234,462,250,102
3699,151,298,161,65
3700,166,326,176,71
3701,83,163,89,36
3702,302,595,322,130
3703,304,600,325,131
3704,276,545,295,119
3705,263,532,280,123
3706,221,447,235,102
3707,329,659,352,152
3708,171,334,196,74
3709,610,1227,659,290
3710,148,298,164,69
3711,343,691,365,160
3712,322,649,352,149
3713,440,898,529,282
3714,315,735,499,276
3715,458,963,609,339
3716,422,986,670,369
3717,296,564,276,127
3718,610,1160,570,264
3719,257,500,257,123
3720,381,795,466,243
3721,380,750,366,184
3722,0,0,0,0
3723,60,115,56,27
3724,124,238,116,53
3725,301,620,353,207
3726,0,0,0,0
3727,0,0,0,0
3728,136,268,130,65
3729,0,0,0,0
3730,177,347,169,86
3731,35,70,34,17
3732,120,237,115,58
3733,102,202,98,50
3734,18,34,16,8
3735,16,32,16,7
3736,426,848,411,180
3737,75,155,97,53
3738,184,394,238,128
3739,6,11,6,2
3740,7,12,6,3
3741,441,967,613,341
3742,348,818,550,302
3743,132,263,127,50
3744,631,1261,629,243
3745,318,620,377,135
3746,379,740,450,160
3747,312,609,370,131
3748,224,435,264,95
3749,732,1421,833,311
3750,13,25,15,5
3751,177,345,210,75
3752,16,29,18,7
3753,0,0,0,0
3754,22,43,25,12
3755,18,36,21,10
3756,1,1,1,1
3757,303,611,373,133
3758,260,523,319,114
3759,384,793,484,176
3760,251,516,314,114
3761,814,1601,803,333
3762,305,614,294,115
3763,216,434,208,81
3764,374,746,357,139
3765,0,0,0,0
3766,0,0,0,0
3767,77,146,86,43
3768,278,536,306,144
3769,127,250,124,53
3770,173,335,176,60
3771,247,484,244,106
3772,483,935,482,162
3773,216,426,207,105
3774,122,242,118,59
3775,362,714,347,176
3776,229,451,220,111
3777,97,215,128,81
3778,317,704,423,263
3779,86,190,114,72
3780,286,635,380,238
3781,370,720,380,145
3782,419,802,403,149
3783,398,874,511,292
3784,239,462,239,83
3785,41,78,46,24
3786,263,500,279,141
3787,767,1453,853,428
3788,391,735,433,219
3789,197,373,217,110
3790,202,404,193,76
3791,342,731,434,217
3792,382,872,501,247
3793,29,60,37,13
3794,677,1400,846,309
3795,150,311,189,70
3796,22,45,27,12
3797,1205,2337,1363,639
3798,0,0,0,0
3799,321,623,362,170
3800,0,0,0,0
3801,0,0,0,0
3802,0,0,0,0
3803,0,0,0,0
3804,0,0,0,0
3805,452,966,573,248
3806,1,2,1,0
3807,1714,3034,1873,868
3808,330,582,360,168
3809,385,916,551,273
3810,277,630,363,179
3811,378,901,541,268
3812,359,784,475,230
3813,273,606,363,218
3814,354,783,467,233
3815,425,957,572,333
3816,195,463,277,136
3817,292,579,337,184
3818,534,1098,620,349
3819,363,725,413,228
3820,689,1486,863,489
3821,32,62,36,19
3822,102,204,118,65
3823,89,179,104,57
3824,301,596,347,189
3825,0,0,0,0
3826,48,100,56,34
3827,54,114,63,38
3828,197,404,232,147
3829,325,669,382,228
3830,343,710,400,238
3831,278,571,327,192
3832,382,786,450,265
3833,69,141,81,47
3834,87,178,103,65
3835,17,34,19,14
3836,244,504,288,179
3837,46,100,57,40
3838,102,223,127,88
3839,456,962,516,324
3840,422,898,494,345
3841,231,480,245,178
3842,538,1111,599,396
3843,144,300,166,104
3844,133,279,143,103
3845,37,77,39,28
3846,0,0,0,0
3847,13,24,13,6
3848,10,19,9,5
3849,547,1002,527,271
3850,546,1217,709,526
3851,406,904,529,398
3852,210,464,270,203
3853,225,502,293,220
3854,32,73,40,26
3855,349,772,439,295
3856,228,490,280,201
3857,360,795,460,335
3858,23,52,27,19
3859,33,66,33,22
3860,448,937,492,308
3861,230,544,271,204
3862,339,711,365,232
3863,402,823,445,275
3864,348,808,413,302
3865,298,664,356,260
3866,464,985,629,415
3867,624,1351,706,458
3868,85,183,97,63
3869,105,191,100,51
3870,412,879,469,313
3871,217,458,244,159
3872,74,135,71,37
3873,133,242,126,67
3874,154,317,170,106
3875,177,363,194,123
3876,565,1338,804,386
3877,415,928,545,266
3878,425,973,577,277
3879,529,1171,687,334
3880,317,658,401,179
3881,442,1045,630,306
3882,224,467,284,128
3883,573,1242,734,345
3884,598,1232,847,537
3885,742,1547,934,417
3886,683,1342,868,539
3887,610,1228,735,382
3888,504,1006,566,340
3889,704,1469,845,462
3890,502,980,577,314
3891,814,1643,997,577
3892,34,70,38,23
3893,414,829,469,272
3894,241,470,274,132
3895,399,779,453,236
3896,0,0,0,0
3897,0,0,0,0
3898,0,0,0,0
3899,0,0,0,0
3900,0,0,0,0
3901,0,0,0,0
3902,0,0,0,0
3903,0,0,0,0
3904,0,0,0,0
3905,142,309,178,73
3906,136,292,169,70
3907,64,137,79,33
3908,182,394,227,95
3909,169,337,181,75
3910,144,288,184,48
3911,163,351,203,84
3912,1172,2582,1316,510
3913,201,403,257,67
3914,0,0,0,0
