MAZ,HH,ADLT,WRKR,KID
14536,24,60,45,24
14537,1,1,1,1
14538,4,9,7,5
14539,3,8,6,4
14540,8,17,12,7
14541,0,0,0,0
14542,1,1,1,1
14543,79,206,169,63
14544,5,11,8,4
14545,13,37,27,12
14546,0,0,0,0
14547,2,4,3,2
14548,30,71,54,31
14549,0,0,0,0
14550,94,229,171,94
14551,0,0,0,0
14552,3,8,7,4
14553,0,0,0,0
14554,0,0,0,0
14555,58,138,105,58
14556,14,37,29,15
14557,19,47,34,20
14558,2,4,3,2
14559,15,40,29,15
14560,1,1,1,1
14561,1,1,1,1
14562,5,11,9,4
14563,34,81,61,33
14564,61,151,115,63
14565,19,47,35,20
14566,4,10,8,4
14567,1,1,1,1
14568,1,1,1,1
14569,0,0,0,0
14570,2,4,3,2
14571,6,12,9,5
14572,1,1,1,1
14573,10,22,16,9
14574,1,1,1,1
14575,0,0,0,0
14576,1,1,0,1
14577,2,5,3,1
14578,7,15,11,6
14579,68,167,126,69
14580,5,11,9,4
14581,2,4,3,2
14582,12,34,24,13
14583,384,935,707,384
14584,118,286,216,120
14585,317,779,575,302
14586,443,922,633,322
14587,1,1,1,1
14588,2,4,3,2
14589,31,65,44,22
14590,4,7,5,3
14591,140,289,196,99
14592,11,25,18,8
14593,1,1,1,1
14594,3,6,4,2
14595,214,440,302,153
14596,163,337,229,116
14597,1,1,1,1
14598,0,0,0,0
14599,1,1,1,1
14600,399,825,563,284
14601,1,1,1,1
14602,2,3,2,1
14603,14,30,22,10
14604,2,3,2,1
14605,1,1,1,1
14606,2,3,2,1
14607,1,2,1,0
14608,13,29,19,9
14609,15,32,22,11
14610,21,43,29,14
14611,0,0,0,0
14612,0,0,0,0
14613,1,1,1,1
14614,6,11,8,3
14615,2,3,2,1
14616,2,3,2,1
14617,1,1,1,1
14618,2,3,2,1
14619,7,14,10,5
14620,0,0,0,0
14621,2,3,2,1
14622,3,6,4,2
14623,9,21,15,8
14624,15,32,22,11
14625,0,0,0,0
14626,0,0,0,0
14627,8,19,14,7
14628,8,19,14,7
14629,1,2,2,0
14630,7,14,10,5
14631,2,3,2,1
14632,1,1,1,1
14633,2,3,2,1
14634,1,1,1,1
14635,1,1,1,1
14636,2,3,2,1
14637,1,1,1,1
14638,1,1,1,1
14639,1,1,1,1
14640,0,0,0,0
14641,2,3,2,1
14642,0,0,0,0
14643,2,3,3,1
14644,1,1,1,1
14645,1,1,1,1
14646,1,1,1,1
14647,2,3,2,1
14648,0,0,0,0
14649,2,3,2,1
14650,3,6,5,2
14651,0,0,0,0
14652,2,3,2,1
14653,1,1,1,1
14654,3,6,5,2
14655,1,2,1,0
14656,4,7,5,3
14657,1,2,1,0
14658,1,2,1,0
14659,0,0,0,0
14660,0,0,0,0
14661,4,7,5,3
14662,2,3,2,1
14663,2,3,3,1
14664,2,3,2,1
14665,5,13,8,2
14666,2,4,2,0
14667,1,2,1,0
14668,2,3,2,1
14669,9,21,13,4
14670,16,40,26,8
14671,3,6,4,2
14672,11,28,18,6
14673,1,2,1,0
14674,6,14,8,3
14675,22,55,34,11
14676,8,18,11,3
14677,35,82,51,17
14678,9,21,13,4
14679,1,2,1,0
14680,1,2,1,0
14681,8,17,12,4
14682,0,0,0,0
14683,25,59,38,12
14684,0,0,0,0
14685,6,14,9,3
14686,10,22,16,9
14687,0,0,0,0
14688,1,1,1,1
14689,1,1,1,1
14690,1,1,1,1
14691,1,2,2,0
14692,0,0,0,0
14693,1,1,1,1
14694,1,2,2,0
14695,27,65,41,13
14696,2,3,2,1
14697,19,46,29,9
14698,1,1,1,1
14699,15,38,24,8
14700,34,80,51,17
14701,7,16,10,3
14702,3,6,4,2
14703,12,32,21,7
14704,1,1,1,1
14705,15,38,24,8
14706,23,56,35,12
14707,1,1,1,1
14708,11,28,19,6
14709,9,21,13,4
14710,31,74,46,15
14711,11,28,18,6
14712,20,51,32,11
14713,23,56,35,12
14714,41,101,63,20
14715,11,28,18,6
14716,11,28,19,6
14717,18,43,27,9
14718,15,37,24,9
14719,20,52,32,10
14720,14,34,21,9
14721,11,29,18,5
14722,6,14,8,3
14723,10,23,15,4
14724,0,0,0,0
14725,4,12,7,2
14726,28,66,42,14
14727,1,1,1,1
14728,5,12,7,3
14729,1,1,1,1
14730,2,4,3,0
14731,0,0,0,0
14732,8,17,10,4
14733,3,7,4,1
14734,1,1,1,1
14735,3,7,5,1
14736,1,1,1,1
14737,9,21,13,4
14738,1,2,1,0
14739,5,12,8,3
14740,4,12,8,2
14741,2,3,2,1
14742,23,56,35,12
14743,1,1,1,1
14744,12,33,21,6
14745,36,84,53,17
14746,2,3,2,1
14747,2,3,2,1
14748,7,16,10,3
14749,0,0,0,0
14750,49,124,78,26
14751,3,7,4,1
14752,4,11,7,3
14753,7,16,9,3
14754,6,14,9,3
14755,111,272,171,56
14756,11,29,18,5
14757,9,21,13,4
14758,2,3,2,1
14759,12,32,21,7
14760,18,43,26,9
14761,25,59,36,12
14762,2,3,2,1
14763,11,28,17,6
14764,2,3,2,1
14765,0,0,0,0
14766,9,21,13,4
14767,20,52,32,10
14768,2,3,2,1
14769,19,46,29,9
14770,11,28,17,6
14771,2,4,3,0
14772,18,43,28,9
14773,7,15,10,4
14774,4,11,7,3
14775,2,3,1,1
14776,13,34,22,7
14777,1,1,1,1
14778,2,3,2,1
14779,2,3,2,1
14780,1,1,1,1
14781,3,6,4,2
14782,5,13,8,2
14783,3,7,4,1
14784,15,39,26,7
14785,2,3,2,1
14786,7,16,10,3
14787,2,3,2,1
14788,3,6,4,2
14789,8,17,10,4
14790,2,3,2,1
14791,16,40,25,8
14792,19,45,29,10
14793,0,0,0,0
14794,1,1,1,1
14795,2,3,2,1
14796,2,3,2,1
14797,8,18,11,3
14798,2,3,2,1
14799,12,32,20,7
14800,24,58,37,11
14801,2,3,3,1
14802,13,34,21,7
14803,9,21,14,4
14804,38,95,59,19
14805,2,3,2,1
14806,5,12,7,3
14807,140,259,126,44
14808,315,581,283,96
14809,5,9,4,2
14810,1,2,1,0
14811,461,850,414,141
14812,32,60,29,9
14813,16,31,15,5
14814,85,158,78,25
14815,0,0,0,0
14816,0,0,0,0
14817,0,0,0,0
14818,2,4,2,1
14819,2,4,3,1
14820,0,0,0,0
14821,0,0,0,0
14822,0,0,0,0
14823,0,0,0,0
14824,0,0,0,0
14825,0,0,0,0
14826,0,0,0,0
14827,5,8,5,1
14828,14,24,16,4
14829,3,5,3,1
14830,1,2,1,0
14831,0,0,0,0
14832,12,21,14,3
14833,0,0,0,0
14834,2,3,2,0
14835,1,2,1,0
14836,0,0,0,0
14837,0,0,0,0
14838,0,0,0,0
14839,21,43,27,9
14840,2,2,1,1
14841,0,0,0,0
14842,0,0,0,0
14843,0,0,0,0
14844,7,16,9,4
14845,0,0,0,0
14846,0,0,0,0
14847,27,50,24,8
14848,44,82,40,14
14849,2,3,1,0
14850,21,40,20,7
14851,1,2,1,0
14852,0,0,0,0
14853,193,404,229,112
14854,771,1484,839,455
14855,404,905,548,291
14856,401,791,468,275
14857,436,1013,617,319
14858,14,34,20,11
14859,2,4,3,1
14860,3,6,4,2
14861,3,6,4,2
14862,0,0,0,0
14863,0,0,0,0
14864,0,0,0,0
14865,0,0,0,0
14866,1,1,0,1
14867,0,0,0,0
14868,1,2,2,0
14869,0,0,0,0
14870,0,0,0,0
14871,0,0,0,0
14872,3,5,4,1
14873,22,39,26,6
14874,1,1,1,1
14875,14,24,16,4
14876,35,64,41,11
14877,1,2,1,0
14878,48,88,57,13
14879,2,2,2,1
14880,20,35,23,6
14881,21,38,25,6
14882,1,2,1,0
14883,502,909,588,140
14884,1,2,2,0
14885,35,65,42,10
14886,2,3,2,0
14887,425,759,489,127
14888,219,392,251,66
14889,290,525,340,81
14890,355,642,415,99
14891,28,65,40,20
14892,279,652,397,203
14893,1,2,1,0
14894,1,2,1,0
14895,5,12,7,3
14896,17,39,24,12
14897,2,2,1,1
14898,2,2,1,1
14899,0,0,0,0
14900,2,4,2,1
14901,1,1,1,1
14902,0,0,0,0
14903,6,11,7,2
14904,6,12,8,1
14905,0,0,0,0
14906,1,2,1,0
14907,1,2,1,0
14908,0,0,0,0
14909,1,2,1,0
14910,1,2,1,0
14911,7,13,9,2
14912,6,12,7,1
14913,6,12,8,1
14914,2,2,2,1
14915,35,65,42,10
14916,54,97,63,16
14917,25,46,30,8
14918,73,133,86,20
14919,14,24,16,4
14920,5,8,5,1
14921,41,75,48,11
14922,5,8,5,1
14923,56,101,64,16
14924,9,17,11,2
14925,16,27,18,5
14926,34,64,41,10
14927,1,2,2,0
14928,0,0,0,0
14929,2,3,2,0
14930,0,0,0,0
14931,24,42,27,7
14932,1,2,1,0
14933,1,2,1,0
14934,5,8,6,1
14935,2,2,1,1
14936,16,28,18,4
14937,0,0,0,0
14938,0,0,0,0
14939,16,28,18,4
14940,6,12,7,1
14941,16,28,18,4
14942,23,41,27,6
14943,2,2,2,1
14944,8,15,10,2
14945,15,26,17,4
14946,1,2,1,0
14947,1,2,1,0
14948,1,2,1,0
14949,5,8,5,1
14950,5,8,5,1
14951,9,25,11,2
14952,20,46,22,4
14953,39,89,41,8
14954,1,2,1,0
14955,66,148,70,28
14956,271,611,280,113
14957,116,258,122,47
14958,170,385,176,71
14959,99,223,105,42
14960,120,274,126,50
14961,111,249,117,46
14962,77,172,82,34
14963,237,463,237,100
14964,306,551,304,128
14965,214,477,228,94
14966,122,227,126,53
14967,355,641,354,150
14968,860,1548,986,317
14969,334,615,346,142
14970,200,410,258,80
14971,321,552,364,113
14972,401,667,442,137
14973,70,136,88,27
14974,185,305,201,65
14975,56,120,77,22
14976,51,105,68,20
14977,13,25,16,4
14978,59,125,78,23
14979,10,20,13,4
14980,56,120,77,22
14981,273,564,351,107
14982,124,259,167,48
14983,2,4,2,1
14984,60,130,77,35
14985,60,130,77,35
14986,303,645,383,174
14987,1,1,0,1
14988,20,41,24,11
14989,1,1,0,1
14990,21,42,25,12
14991,14,33,16,3
14992,3,5,2,1
14993,12,29,13,3
14994,1,2,1,0
14995,7,14,6,1
14996,11,28,14,3
14997,37,85,39,7
14998,56,135,63,11
14999,33,79,36,6
15000,44,107,50,10
15001,23,46,20,7
15002,6,9,4,2
15003,4,7,4,1
15004,8,19,12,6
15005,1,1,0,1
15006,3,4,3,2
15007,4,6,4,2
15008,3,5,3,1
15009,3,5,3,1
15010,6,11,7,3
15011,28,64,38,18
15012,327,696,411,181
15013,4,6,3,2
15014,106,214,123,43
15015,223,452,257,85
15016,0,0,0,0
15017,37,75,43,14
15018,19,37,21,7
15019,1,2,0,0
15020,49,98,55,19
15021,0,0,0,0
15022,50,99,57,20
15023,3,4,2,1
15024,0,0,0,0
15025,14,28,16,5
15026,4,10,6,1
15027,14,28,16,5
15028,2,3,1,0
15029,70,138,59,19
15030,0,0,0,0
15031,0,0,0,0
15032,13,27,16,6
15033,1,2,1,0
15034,43,87,38,12
15035,33,73,44,20
15036,1,1,0,1
15037,0,0,0,0
15038,1,1,0,1
15039,2,4,2,1
15040,1,1,0,1
15041,0,0,0,0
15042,12,27,13,4
15043,3,4,2,1
15044,12,28,12,3
15045,5,7,3,2
15046,9,17,8,2
15047,12,27,12,4
15048,12,27,12,4
15049,2,3,2,0
15050,2,3,2,0
15051,10,18,8,3
15052,56,110,47,15
15053,12,27,12,4
15054,21,41,17,6
15055,17,35,15,4
15056,0,0,0,0
15057,0,0,0,0
15058,0,0,0,0
15059,1,2,1,0
15060,64,138,81,35
15061,54,104,46,15
15062,153,323,184,81
15063,0,0,0,0
15064,0,0,0,0
15065,34,65,29,9
15066,0,0,0,0
15067,15,29,16,6
15068,2,2,1,1
15069,1,2,0,0
15070,3,4,2,1
15071,253,508,293,95
15072,0,0,0,0
15073,287,577,332,111
15074,1,2,0,0
15075,26,53,29,10
15076,0,0,0,0
15077,4,9,5,2
15078,2,2,1,1
15079,6,9,4,2
15080,191,369,173,56
15081,2,2,1,1
15082,15,31,15,5
15083,2,3,2,0
15084,6,9,4,2
15085,3,4,1,1
15086,1,2,1,0
15087,4,7,3,1
15088,1,2,1,0
15089,14,30,13,4
15090,5,7,3,2
15091,0,0,0,0
15092,3,4,2,1
15093,2,3,2,0
15094,14,30,13,4
15095,1,2,1,0
15096,11,29,13,2
15097,0,0,0,0
15098,13,32,15,2
15099,12,30,13,2
15100,66,158,73,13
15101,27,61,29,6
15102,92,218,103,19
15103,149,356,164,29
15104,46,112,52,9
15105,84,199,92,16
15106,30,73,34,6
15107,31,74,34,6
15108,16,38,18,3
15109,168,398,184,33
15110,10,27,13,2
15111,1,2,1,0
15112,4,7,3,1
15113,43,106,49,9
15114,34,65,29,9
15115,10,27,13,2
15116,63,122,53,18
15117,20,46,22,4
15118,25,58,27,5
15119,9,25,12,2
15120,25,58,26,5
15121,2,4,2,0
15122,15,31,13,5
15123,44,108,49,9
15124,1,2,1,0
15125,1,2,1,0
15126,0,0,0,0
15127,5,11,5,1
15128,6,10,4,1
15129,4,7,4,1
15130,10,27,12,2
15131,410,754,429,126
15132,335,610,356,108
15133,418,768,437,128
15134,189,347,197,58
15135,318,699,451,152
15136,421,927,597,200
15137,213,475,295,95
15138,133,291,188,64
15139,211,447,277,93
15140,485,1188,827,391
15141,0,0,0,0
15142,485,1024,639,219
15143,467,1191,860,429
15144,524,1331,958,488
15145,147,374,270,137
15146,463,1177,852,426
15147,200,506,365,185
15148,137,348,251,128
15149,124,314,223,114
15150,1,2,1,0
15151,334,847,611,311
15152,368,933,672,342
15153,66,168,122,62
15154,39,89,64,32
15155,2,4,3,2
15156,1,1,1,1
15157,1,2,2,0
15158,1,2,2,0
15159,2,5,4,1
15160,1,1,1,1
15161,199,504,362,185
15162,36,94,66,32
15163,353,763,556,211
15164,167,365,266,99
15165,226,488,355,135
15166,303,657,479,180
15167,0,0,0,0
15168,0,0,0,0
15169,103,178,103,36
15170,175,365,231,85
15171,286,500,279,88
15172,129,223,126,39
15173,344,599,335,107
15174,10,16,9,3
15175,593,1173,753,219
15176,261,517,334,95
15177,354,703,453,129
15178,440,872,562,161
15179,432,756,397,130
15180,0,0,0,0
15181,0,0,0,0
15182,0,0,0,0
15183,47,83,46,15
15184,0,0,0,0
15185,213,490,329,148
15186,140,325,218,98
15187,3,7,5,1
15188,172,390,234,83
15189,3,6,5,2
15190,11,28,18,7
15191,285,623,355,102
15192,210,460,260,73
15193,149,326,187,55
15194,327,719,406,113
15195,326,717,406,113
15196,398,873,495,139
15197,285,627,354,98
15198,215,467,271,80
15199,2,3,1,1
15200,1,1,1,1
15201,3,6,3,1
15202,2,3,2,1
15203,0,0,0,0
15204,1,1,1,1
15205,2,3,2,1
15206,0,0,0,0
15207,294,666,449,234
15208,409,927,623,320
15209,147,336,227,118
15210,166,376,254,133
15211,138,313,211,108
15212,194,438,295,153
15213,0,0,0,0
15214,104,237,160,83
15215,16,41,27,11
15216,1,2,1,0
15217,0,0,0,0
15218,5,9,6,3
15219,453,1050,708,317
15220,0,0,0,0
15221,0,0,0,0
15222,205,489,303,130
15223,0,0,0,0
15224,260,601,405,182
15225,0,0,0,0
15226,2,4,3,1
15227,0,0,0,0
15228,0,0,0,0
15229,0,0,0,0
15230,0,0,0,0
15231,3,6,5,2
15232,3,6,4,2
15233,7,13,9,4
15234,4,7,5,3
15235,11,31,20,9
15236,1,2,1,0
15237,1,1,1,1
15238,1,2,1,0
15239,31,70,47,25
15240,52,117,79,42
15241,11,24,16,8
15242,76,174,118,59
15243,2,3,2,1
15244,1,1,1,1
15245,3,5,4,3
15246,1,1,1,1
15247,0,0,0,0
15248,1,2,1,0
15249,0,0,0,0
15250,0,0,0,0
15251,3,6,3,2
15252,1,2,2,0
15253,6,13,8,4
15254,0,0,0,0
15255,5,11,8,4
15256,1,1,1,1
15257,22,52,35,19
15258,10,20,13,7
15259,43,98,66,35
15260,138,314,213,107
15261,2,3,2,1
15262,7,14,9,5
15263,3,6,4,2
15264,93,215,145,65
15265,178,410,275,125
15266,110,253,170,77
15267,0,0,0,0
15268,144,334,225,100
15269,0,0,0,0
15270,9,21,14,7
15271,0,0,0,0
15272,0,0,0,0
15273,0,0,0,0
15274,0,0,0,0
15275,11,29,16,12
15276,4,9,6,4
15277,335,797,437,337
15278,65,151,85,64
15279,190,454,247,196
15280,324,770,421,333
15281,166,382,214,152
15282,185,447,254,181
15283,0,0,0,0
15284,19,63,26,15
15285,521,1346,827,464
15286,0,0,0,0
15287,190,425,254,177
15288,454,1059,544,377
15289,627,1325,795,568
15290,729,1517,911,656
15291,667,1346,900,332
15292,423,859,515,216
15293,682,1387,842,336
15294,570,1142,649,324
15295,134,236,167,57
15296,963,1683,1190,412
15297,1048,2033,1192,661
15298,629,1131,820,459
15299,355,710,450,143
15300,756,1485,925,222
15301,388,663,398,165
15302,399,810,400,144
15303,683,1388,837,320
15304,384,775,475,181
15305,453,1113,698,316
15306,338,762,479,211
15307,672,1084,652,538
15308,694,1415,904,575
15309,968,1711,929,694
15310,747,1615,1234,475
15311,782,2146,1274,719
15312,255,691,381,210
15313,432,1140,719,411
15314,291,672,279,148
15315,292,645,392,259
15316,97,220,134,87
15317,251,554,337,223
15318,140,308,187,124
15319,159,380,208,162
15320,416,946,549,380
15321,10,19,12,5
15322,120,268,157,96
15323,319,649,415,161
15324,540,1112,714,259
15325,8,18,7,5
15326,147,307,196,72
15327,245,510,329,118
15328,244,562,363,158
15329,109,228,135,54
15330,79,170,77,43
15331,612,1573,1010,528
15332,395,914,431,220
15333,249,637,394,211
15334,286,617,314,162
15335,429,871,461,255
15336,812,1880,1232,668
15337,255,544,316,151
15338,156,368,222,134
15339,685,1469,944,515
15340,742,1390,874,429
15341,443,940,607,338
15342,337,693,435,205
15343,241,411,246,102
15344,580,1187,552,195
15345,277,574,290,111
15346,0,0,0,0
15347,125,273,170,74
15348,0,0,0,0
15349,2,2,1,1
15350,0,0,0,0
15351,72,155,99,44
15352,301,646,408,183
15353,4,7,4,3
15354,0,0,0,0
15355,41,92,57,30
15356,0,0,0,0
15357,58,130,80,39
15358,157,345,214,111
15359,62,138,55,36
15360,166,365,145,95
15361,339,742,334,195
15362,125,276,166,86
15363,26,58,22,15
15364,94,206,81,53
15365,54,115,46,30
15366,59,131,53,35
15367,92,203,80,53
15368,100,216,85,56
15369,47,103,41,27
15370,7,16,6,5
15371,0,0,0,0
15372,6,13,8,3
15373,0,0,0,0
15374,117,259,162,80
15375,59,132,82,40
15376,50,110,69,34
15377,0,0,0,0
15378,0,0,0,0
15379,46,105,65,32
15380,493,1077,667,343
15381,0,0,0,0
15382,0,0,0,0
15383,107,237,147,75
15384,19,43,26,14
15385,12,30,18,10
15386,1,2,1,0
15387,0,0,0,0
15388,0,0,0,0
15389,2,2,1,1
15390,0,0,0,0
15391,0,0,0,0
15392,0,0,0,0
15393,0,0,0,0
15394,0,0,0,0
15395,0,0,0,0
15396,0,0,0,0
15397,2,2,1,1
15398,0,0,0,0
15399,1,2,1,0
15400,0,0,0,0
15401,1,2,1,0
15402,0,0,0,0
15403,5,9,6,3
15404,0,0,0,0
15405,1,1,1,1
15406,1,2,1,0
15407,0,0,0,0
15408,25,56,36,18
15409,1,2,1,0
15410,1,2,1,0
15411,0,0,0,0
15412,0,0,0,0
15413,3,5,2,1
15414,0,0,0,0
15415,1,1,0,1
15416,4,7,4,3
15417,2,2,1,1
15418,0,0,0,0
15419,25,60,39,21
15420,29,67,44,22
15421,167,377,248,124
15422,54,121,79,40
15423,73,162,106,54
15424,45,103,67,34
15425,51,115,75,40
15426,129,289,191,95
15427,75,167,110,56
15428,38,88,60,30
15429,2,3,1,1
15430,17,37,25,13
15431,0,0,0,0
15432,0,0,0,0
15433,1,2,1,0
15434,0,0,0,0
15435,9,20,15,6
15436,11,25,18,7
15437,137,318,230,93
15438,280,644,467,192
15439,0,0,0,0
15440,0,0,0,0
15441,244,564,408,166
15442,447,1029,745,303
15443,20,44,32,13
15444,0,0,0,0
15445,29,67,49,19
15446,102,234,169,69
15447,4,7,6,3
15448,244,563,408,167
15449,17,39,26,10
15450,0,0,0,0
15451,99,226,162,65
15452,1,2,1,0
15453,123,263,153,52
15454,116,248,146,50
15455,199,447,295,151
15456,10,23,15,8
15457,146,331,218,112
15458,209,455,283,123
15459,31,71,47,25
15460,101,227,150,76
15461,57,130,85,43
15462,61,134,88,46
15463,219,492,324,166
15464,36,85,55,27
15465,114,255,167,84
15466,187,419,276,142
15467,61,135,90,45
15468,97,218,143,74
15469,43,104,70,29
15470,25,58,39,18
15471,50,113,75,38
15472,41,93,62,31
15473,65,155,104,42
15474,87,191,137,51
15475,10,23,16,8
15476,251,543,331,130
15477,29,67,44,22
15478,105,225,132,46
15479,244,522,303,104
15480,59,128,75,28
15481,154,309,186,68
15482,197,389,237,89
15483,42,87,52,18
15484,0,0,0,0
15485,183,364,222,79
15486,91,182,111,39
15487,211,483,348,143
15488,237,547,396,162
15489,142,329,236,98
15490,0,0,0,0
15491,0,0,0,0
15492,0,0,0,0
15493,1,1,1,1
15494,0,0,0,0
15495,0,0,0,0
15496,1,1,1,1
15497,2,5,3,1
15498,3,6,4,2
15499,310,613,374,130
15500,226,445,272,96
15501,222,508,329,188
15502,287,656,424,243
15503,211,467,346,118
15504,306,642,444,158
15505,282,632,456,176
15506,394,929,628,300
15507,233,562,377,148
15508,294,646,480,164
15509,216,476,352,121
15510,330,727,538,186
15511,188,451,303,119
15512,141,342,231,89
15513,412,992,665,261
15514,219,528,354,140
15515,24,58,39,15
15516,4,10,6,3
15517,10,24,16,7
15518,50,117,81,38
15519,0,0,0,0
15520,18,43,30,14
15521,0,0,0,0
15522,101,237,163,77
15523,5,11,8,4
15524,201,475,323,149
15525,102,241,165,77
15526,0,0,0,0
15527,221,507,328,188
15528,2,5,3,1
15529,1,1,0,1
15530,258,590,384,219
15531,105,256,186,71
15532,1,1,1,1
15533,594,1419,1030,389
15534,9,19,14,6
15535,1,1,0,1
15536,2,5,4,1
15537,2,3,2,1
15538,1,1,1,1
15539,0,0,0,0
15540,2,3,2,1
15541,0,0,0,0
15542,4,10,7,3
15543,180,432,313,120
15544,169,402,291,112
15545,274,655,475,182
15546,172,407,295,113
15547,1,2,1,0
15548,322,737,476,273
15549,136,311,201,115
15550,238,546,353,202
15551,116,273,188,88
15552,2,3,2,1
15553,0,0,0,0
15554,9,22,15,8
15555,63,151,103,49
15556,16,39,27,13
15557,185,438,301,141
15558,4,11,8,3
15559,0,0,0,0
15560,30,70,48,22
15561,43,101,70,33
15562,142,335,229,108
15563,0,0,0,0
15564,1,2,2,0
15565,0,0,0,0
15566,0,0,0,0
15567,0,0,0,0
15568,38,96,68,27
15569,1,1,1,1
15570,0,0,0,0
15571,122,312,221,89
15572,69,178,126,52
15573,0,0,0,0
15574,145,374,261,104
15575,3,7,5,1
15576,1,2,1,0
15577,2,3,2,1
15578,10,22,14,5
15579,178,384,248,89
15580,1,1,1,1
15581,207,440,279,103
15582,250,533,341,127
15583,45,95,60,22
15584,14,31,19,7
15585,167,358,227,85
15586,260,556,352,131
15587,281,599,380,141
15588,187,400,254,95
15589,380,778,492,170
15590,477,977,616,212
15591,318,748,534,167
15592,513,1102,706,259
15593,481,1134,809,252
15594,308,727,511,162
15595,166,360,231,84
15596,225,487,311,110
15597,346,751,478,170
15598,369,819,538,184
15599,207,541,399,162
15600,243,638,471,192
15601,331,860,633,259
15602,292,762,562,230
15603,177,454,323,130
15604,335,860,611,247
15605,190,488,347,141
15606,334,858,612,247
15607,159,406,288,115
15608,471,1208,859,340
15609,368,802,579,195
15610,346,793,569,206
15611,2,3,2,1
15612,616,1350,966,298
15613,235,505,365,120
15614,360,833,603,224
15615,425,1096,808,326
15616,11,34,25,9
15617,357,919,663,277
15618,174,359,190,69
15619,71,186,137,55
15620,99,266,183,73
15621,58,118,62,22
15622,39,79,41,14
15623,129,277,176,63
15624,0,0,0,0
15625,0,0,0,0
15626,123,279,179,75
15627,92,215,148,48
15628,84,191,129,43
15629,43,100,63,26
15630,47,107,70,28
15631,234,475,300,103
15632,175,359,228,79
15633,75,154,97,34
15634,45,95,60,20
15635,133,300,191,82
15636,60,136,87,37
15637,77,176,112,48
15638,88,200,127,53
15639,163,372,233,98
15640,21,51,34,14
15641,262,612,402,211
15642,114,260,169,72
15643,140,320,203,87
15644,414,940,598,255
15645,322,710,402,167
15646,255,593,398,216
15647,26,53,28,10
15648,124,254,135,49
15649,296,606,320,115
15650,171,354,187,67
15651,128,326,236,101
15652,16,32,17,6
15653,77,201,143,56
15654,152,398,280,114
15655,254,659,471,195
15656,175,448,323,136
15657,216,555,402,169
15658,146,371,263,118
15659,137,363,249,100
15660,59,153,109,47
15661,85,220,156,66
15662,69,175,127,53
15663,92,241,172,70
15664,1,2,1,0
15665,0,0,0,0
15666,4,11,8,3
15667,72,146,77,28
15668,267,550,290,103
15669,3,4,2,1
15670,1,2,0,0
15671,243,500,264,94
15672,101,206,109,39
15673,1,2,1,0
15674,1,2,1,0
15675,123,287,191,108
15676,145,335,223,125
15677,142,329,218,123
15678,153,351,233,132
15679,73,173,111,61
15680,125,301,191,103
15681,280,647,429,244
15682,106,246,163,92
15683,231,537,356,201
15684,138,322,214,119
15685,18,48,33,15
15686,141,328,217,122
15687,1,2,1,0
15688,131,308,203,113
15689,424,880,509,151
15690,108,244,155,70
15691,1,2,0,0
15692,1,2,1,0
15693,1,2,1,0
15694,8,17,9,3
15695,3,4,2,1
15696,1,2,1,0
15697,8,16,8,4
15698,3,4,2,1
15699,212,543,393,167
15700,11,30,21,9
15701,80,207,152,65
15702,27,71,51,21
15703,68,172,124,54
15704,58,148,106,45
15705,0,0,0,0
15706,26,71,50,19
15707,463,1138,813,447
15708,101,246,178,100
15709,463,1126,815,459
15710,595,1492,1044,554
15711,66,152,97,38
15712,3,7,5,2
15713,184,424,269,106
15714,2,3,2,1
15715,126,292,185,73
15716,0,0,0,0
15717,46,106,68,26
15718,12,28,18,7
15719,335,799,576,311
15720,105,250,180,97
15721,207,500,350,187
15722,0,0,0,0
15723,350,834,602,326
15724,0,0,0,0
15725,145,347,250,135
15726,46,112,81,44
15727,1,2,1,0
15728,1,2,1,0
15729,1,2,1,0
15730,0,0,0,0
15731,2,4,3,2
15732,0,0,0,0
15733,0,0,0,0
15734,0,0,0,0
15735,215,513,371,201
15736,218,520,375,204
15737,138,327,237,128
15738,102,246,178,95
15739,0,0,0,0
15740,246,588,425,230
15741,207,498,356,189
15742,249,593,427,233
15743,55,126,81,34
15744,97,222,141,56
15745,0,0,0,0
15746,192,443,281,111
15747,0,0,0,0
15748,0,0,0,0
15749,0,0,0,0
15750,0,0,0,0
15751,379,1098,799,412
15752,398,1150,837,431
15753,441,1350,899,400
15754,376,1086,790,407
15755,300,869,632,326
15756,266,785,553,269
15757,0,0,0,0
15758,1,1,1,1
15759,0,0,0,0
15760,0,0,0,0
15761,0,0,0,0
15762,0,0,0,0
15763,0,0,0,0
15764,204,466,298,120
15765,37,86,55,22
15766,83,191,124,50
15767,245,584,427,224
15768,163,390,282,153
15769,87,206,149,81
15770,97,227,164,89
15771,187,449,315,170
15772,152,369,256,137
15773,102,247,176,94
15774,107,257,179,97
15775,2,4,3,2
15776,2,5,3,1
15777,0,0,0,0
15778,2,5,4,1
15779,5,11,8,4
15780,5,10,9,5
15781,0,0,0,0
15782,0,0,0,0
15783,49,122,91,42
15784,27,70,53,24
15785,13,32,25,11
15786,56,138,103,47
15787,151,374,281,127
15788,228,566,422,193
15789,188,467,351,159
15790,166,411,308,140
15791,259,651,465,193
15792,258,640,482,218
15793,184,453,320,144
15794,264,656,481,220
15795,9,19,13,4
15796,83,181,120,39
15797,0,0,0,0
15798,335,737,491,153
15799,411,967,638,321
15800,510,1201,780,393
