REGION,PUMA,TAZ,MAZ
1,3526,526,448
1,3526,525,449
1,3526,523,450
1,3526,539,451
1,3527,542,452
1,3526,540,453
1,3527,541,454
1,3526,544,455
1,3526,543,456
1,3526,546,457
1,3526,545,458
1,3526,547,459
1,3526,547,460
1,3526,547,461
1,3526,547,462
1,3529,551,463
1,3529,548,464
1,3529,550,465
1,3529,549,466
1,3529,555,467
1,3529,553,468
1,3529,552,469
1,3529,554,470
1,3529,556,471
1,3529,557,472
1,3529,573,473
1,3529,572,474
1,3529,572,475
1,3529,568,476
1,3529,570,477
1,3529,569,478
1,3529,571,479
1,3529,565,480
1,3529,567,481
1,3529,566,482
1,3529,564,483
1,3528,563,484
1,3528,563,485
1,3528,563,486
1,3528,563,487
1,3528,562,488
1,3528,562,489
1,3528,562,490
1,3528,562,491
1,3528,559,492
1,3527,558,493
1,3528,560,494
1,3528,561,495
1,3528,574,496
1,3528,574,497
1,3528,574,498
1,3528,574,499
1,3528,575,500
1,3528,575,501
1,3528,575,502
1,3528,575,503
1,3528,579,504
1,3528,578,505
1,3528,577,506
1,3528,576,507
1,3529,583,508
1,3528,582,509
1,3529,580,510
1,3528,581,511
1,3529,585,512
1,3529,586,513
1,3528,584,514
1,3528,584,515
1,3529,589,516
1,3529,590,517
1,3529,591,518
1,3529,587,519
1,3529,606,520
1,3529,604,521
1,3529,603,522
1,3529,605,523
1,3529,601,524
1,3528,602,525
1,3531,599,526
1,3528,600,527
1,3528,598,528
1,3528,598,529
1,3528,598,530
1,3528,598,531
1,3528,597,532
1,3528,597,533
1,3528,597,534
1,3528,597,535
1,3528,594,536
1,3528,593,537
1,3531,596,538
1,3531,595,539
1,3531,592,540
1,3531,592,541
1,3531,592,542
1,3531,592,543
1,3531,607,544
1,3531,607,545
1,3531,607,546
1,3531,607,547
1,3531,608,548
1,3531,608,549
1,3531,608,550
1,3531,608,551
1,3531,609,552
1,3531,610,553
1,3531,612,554
1,3531,611,555
1,3531,614,556
1,3531,616,557
1,3531,615,558
1,3531,613,559
1,3531,618,560
1,3531,620,561
1,3531,619,562
1,3531,617,563
1,3531,621,564
1,3531,621,565
1,3531,621,566
1,3531,621,567
1,3529,588,568
1,3529,622,569
1,3529,622,570
1,3529,623,571
1,3529,622,572
1,3529,624,573
1,3532,626,574
1,3532,628,575
1,3532,625,576
1,3532,627,577
1,3532,629,578
1,3532,629,579
1,3532,629,580
1,3532,629,581
1,3524,368,582
1,3524,370,583
1,3524,371,584
1,3524,369,585
1,3523,365,586
1,3523,364,587
1,3523,366,588
1,3523,367,589
1,3523,360,590
1,3523,362,591
1,3523,363,592
1,3523,361,593
1,3521,359,594
1,3521,357,595
1,3521,358,596
1,3521,356,597
1,3521,355,598
1,3521,355,599
1,3521,372,600
1,3521,373,601
1,3521,376,602
1,3521,374,603
1,3521,377,604
1,3521,375,605
1,3523,379,606
1,3523,380,607
1,3523,378,608
1,3523,381,609
1,3523,385,610
1,3523,382,611
1,3523,383,612
1,3523,384,613
1,3524,387,614
1,3523,389,615
1,3524,388,616
1,3523,386,617
1,3524,406,618
1,3523,404,619
1,3524,407,620
1,3523,405,621
1,3523,400,622
1,3523,402,623
1,3523,401,624
1,3523,403,625
1,3523,399,626
1,3521,398,627
1,3523,397,628
1,3523,396,629
1,3521,394,630
1,3521,395,631
1,3521,393,632
1,3521,392,633
1,3521,391,634
1,3521,390,635
1,3523,409,636
1,3523,408,637
1,3523,411,638
1,3523,410,639
1,3523,414,640
1,3523,412,641
1,3523,415,642
1,3523,413,643
1,3523,417,644
1,3523,418,645
1,3523,419,646
1,3523,416,647
1,3523,430,648
1,3523,429,649
1,3523,428,650
1,3523,431,651
1,3523,425,652
1,3523,424,653
1,3523,426,654
1,3523,427,655
1,3523,420,656
1,3523,423,657
1,3523,422,658
1,3523,421,659
1,3523,432,660
1,3523,432,661
1,3523,432,662
1,3523,432,663
1,3523,434,664
1,3523,433,665
1,3526,436,666
1,3523,435,667
1,3526,438,668
1,3523,437,669
1,3526,439,670
1,3526,440,671
1,3526,443,672
1,3526,444,673
1,3526,441,674
1,3526,442,675
1,3526,448,676
1,3526,445,677
1,3526,447,678
1,3526,446,679
1,3526,450,680
1,3526,451,681
1,3526,452,682
1,3526,449,683
1,3529,457,684
1,3529,455,685
1,3529,456,686
1,3529,453,687
1,3529,458,688
1,3529,454,689
1,3420,149,690
1,3420,150,691
1,3420,148,692
1,3420,147,693
1,3420,131,694
1,3422,132,695
1,3422,1061,696
1,3422,127,697
1,3422,126,698
1,3422,127,699
1,3422,125,700
1,3422,126,701
1,3422,125,702
1,3422,125,703
1,3422,125,704
1,3422,125,705
1,3422,125,706
1,3422,125,707
1,3422,125,708
1,3422,125,709
1,3422,125,710
1,3422,126,711
1,3422,125,712
1,3422,126,713
1,3422,125,714
1,3422,128,715
1,3422,126,716
1,3422,126,717
1,3422,133,718
1,3422,133,719
1,3422,133,720
1,3420,134,721
1,3422,135,722
1,3422,136,723
1,3420,151,724
1,3420,151,725
1,3422,138,726
1,3422,138,727
1,3422,138,728
1,3422,137,729
1,3422,137,730
1,3422,1183,731
1,3422,130,732
1,3422,130,733
1,3422,130,734
1,3422,129,735
1,3422,129,736
1,3422,129,737
1,3422,139,738
1,3422,139,739
1,3520,140,740
1,3520,140,741
1,3520,140,742
1,3520,140,743
1,3520,152,744
1,3520,152,745
1,3520,152,746
1,3520,152,747
1,3422,153,748
1,3503,200,749
1,3503,199,750
1,3503,202,751
1,3503,201,752
1,3504,196,753
1,3504,195,754
1,3504,198,755
1,3504,197,756
1,3504,191,757
1,3504,193,758
1,3504,194,759
1,3504,192,760
1,3504,187,761
1,3504,189,762
1,3504,190,763
1,3520,188,764
1,3504,185,765
1,3420,184,766
1,3520,183,767
1,3420,186,768
1,3420,181,769
1,3420,180,770
1,3420,182,771
1,3420,179,772
1,3420,203,773
1,3420,203,774
1,3420,203,775
1,3420,203,776
1,3520,206,777
1,3520,204,778
1,3520,205,779
1,3520,207,780
1,3504,209,781
1,3520,211,782
1,3520,208,783
1,3520,210,784
1,3504,213,785
1,3504,213,786
1,3504,214,787
1,3504,212,788
1,3504,215,789
1,3504,216,790
1,3504,217,791
1,3504,218,792
1,3503,222,793
1,3503,220,794
1,3503,219,795
1,3504,221,796
1,3503,238,797
1,3504,239,798
1,3503,240,799
1,3504,241,800
1,3504,234,801
1,3504,236,802
1,3504,237,803
1,3504,235,804
1,3504,232,805
1,3504,230,806
1,3504,233,807
1,3504,231,808
1,3520,229,809
1,3520,227,810
1,3520,228,811
1,3520,226,812
1,3520,225,813
1,3520,225,814
1,3520,225,815
1,3520,225,816
1,3520,223,817
1,3422,224,818
1,3520,244,819
1,3520,242,820
1,3520,245,821
1,3520,243,822
1,3520,248,823
1,3520,246,824
1,3520,247,825
1,3520,249,826
1,3520,252,827
1,3520,251,828
1,3520,250,829
1,3520,253,830
1,3504,254,831
1,3504,256,832
1,3504,257,833
1,3504,255,834
1,3504,261,835
1,3504,258,836
1,3522,260,837
1,3522,259,838
1,3503,262,839
1,3504,264,840
1,3503,263,841
1,3522,265,842
1,3522,283,843
1,3522,281,844
1,3522,282,845
1,3522,280,846
1,3522,278,847
1,3522,276,848
1,3522,279,849
1,3522,277,850
1,3522,274,851
1,3522,273,852
1,3522,272,853
1,3522,275,854
1,3521,271,855
1,3521,271,856
1,3521,271,857
1,3521,271,858
1,3521,270,859
1,3521,270,860
1,3521,270,861
1,3521,270,862
1,3521,267,863
1,3521,268,864
1,3521,266,865
1,3521,269,866
1,3521,284,867
1,3521,287,868
1,3521,285,869
1,3521,286,870
1,3521,288,871
1,3521,291,872
1,3521,290,873
1,3521,289,874
1,3521,292,875
1,3521,295,876
1,3521,293,877
1,3521,294,878
1,3522,299,879
1,3522,296,880
1,3523,297,881
1,3523,298,882
1,3522,301,883
1,3522,302,884
1,3522,303,885
1,3523,300,886
1,3522,304,887
1,3522,307,888
1,3524,306,889
1,3523,305,890
1,3501,312,891
1,3501,314,892
1,3501,311,893
1,3501,313,894
1,3503,309,895
1,3503,310,896
1,3503,308,897
1,3503,308,898
1,3503,317,899
1,3503,318,900
1,3503,316,901
1,3503,315,902
1,3501,323,903
1,3501,320,904
1,3501,319,905
1,3501,321,906
1,3501,322,907
1,3501,332,908
1,3501,332,909
1,3501,332,910
1,3501,330,911
1,3501,328,912
1,3501,329,913
1,3501,331,914
1,3503,326,915
1,3503,327,916
1,3503,325,917
1,3503,324,918
1,3503,336,919
1,3503,335,920
1,3503,333,921
1,3503,334,922
1,3502,337,923
1,3502,340,924
1,3502,338,925
1,3502,339,926
1,3502,342,927
1,3502,341,928
1,3502,341,929
1,3502,351,930
1,3502,352,931
1,3502,353,932
1,3502,354,933
1,3502,348,934
1,3502,347,935
1,3502,350,936
1,3502,349,937
1,3502,345,938
1,3503,344,939
1,3502,346,940
1,3522,343,941
1,3422,122,942
1,3422,122,943
1,3422,122,944
1,3420,141,945
1,3420,142,946
1,3422,123,947
1,3422,123,948
1,3422,123,949
1,3422,123,950
1,3420,124,951
1,3420,124,952
1,3420,124,953
1,3420,146,954
1,3420,145,955
1,3420,143,956
1,3420,144,957
1,3503,161,958
1,3503,162,959
1,3420,155,960
1,3420,154,961
1,3504,159,962
1,3504,157,963
1,3504,156,964
1,3420,158,965
1,3504,160,966
1,3503,167,967
1,3503,169,968
1,3503,168,969
1,3503,170,970
1,3501,166,971
1,3501,166,972
1,3421,165,973
1,3501,163,974
1,3503,164,975
1,3501,174,976
1,3503,172,977
1,3501,171,978
1,3503,173,979
1,3501,176,980
1,3501,177,981
1,3501,178,982
1,3501,175,983
1,3414,1670,984
1,3414,1670,985
1,3414,1670,986
1,3414,1670,987
1,3414,1669,988
1,3414,1669,989
1,3414,1669,990
1,3414,1669,991
1,3414,1668,992
1,3414,1668,993
1,3414,1668,994
1,3414,1668,995
1,3414,1668,996
1,3414,1668,997
1,3414,1668,998
1,3414,1668,999
1,3414,1667,1000
1,3414,1667,1001
1,3414,1667,1002
1,3414,1667,1003
1,3414,1667,1004
1,3414,1667,1005
1,3414,1667,1006
1,3414,1667,1007
1,3414,1667,1008
1,3414,1667,1009
1,3414,1667,1010
1,3414,1667,1011
1,3414,1667,1012
1,3414,1667,1013
1,3414,1667,1014
1,3414,1667,1015
1,3414,1668,1016
1,3414,1668,1017
1,3414,1668,1018
1,3414,1668,1019
1,3414,1668,1020
1,3414,1668,1021
1,3414,1668,1022
1,3414,1668,1023
1,3414,1671,1024
1,3414,1671,1025
1,3414,1671,1026
1,3414,1671,1027
1,3414,1672,1028
1,3414,1672,1029
1,3414,1672,1030
1,3414,1672,1031
1,3414,1679,1032
1,3414,1679,1033
1,3414,1679,1034
1,3414,1679,1035
1,3414,1678,1036
1,3414,1678,1037
1,3414,1678,1038
1,3414,1678,1039
1,3414,1675,1040
1,3414,1675,1041
1,3414,1675,1042
1,3414,1675,1043
1,3414,1674,1044
1,3414,1674,1045
1,3414,1674,1046
1,3414,1674,1047
1,3414,1673,1048
1,3414,1673,1049
1,3414,1673,1050
1,3414,1673,1051
1,3414,1673,1052
1,3414,1673,1053
1,3414,1673,1054
1,3414,1673,1055
1,3414,1673,1056
1,3414,1673,1057
1,3414,1673,1058
1,3414,1673,1059
1,3414,1673,1060
1,3414,1673,1061
1,3414,1673,1062
1,3414,1673,1063
1,3414,1676,1064
1,3414,1676,1065
1,3414,1676,1066
1,3414,1676,1067
1,3414,1677,1068
1,3414,1677,1069
1,3414,1677,1070
1,3414,1677,1071
1,3414,1680,1072
1,3414,1680,1073
1,3414,1680,1074
1,3414,1680,1075
1,3414,1681,1076
1,3414,1681,1077
1,3414,1681,1078
1,3414,1681,1079
1,3414,1693,1080
1,3414,1691,1081
1,3414,1694,1082
1,3414,1692,1083
1,3414,1690,1084
1,3414,1690,1085
1,3414,1690,1086
1,3414,1690,1087
1,3414,1687,1088
1,3414,1687,1089
1,3414,1687,1090
1,3414,1687,1091
1,3414,1686,1092
1,3414,1686,1093
1,3414,1686,1094
1,3414,1686,1095
1,3414,1683,1096
1,3414,1683,1097
1,3414,1683,1098
1,3414,1683,1099
1,3414,1682,1100
1,3414,1682,1101
1,3414,1682,1102
1,3414,1682,1103
1,3414,1684,1104
1,3414,1684,1105
1,3414,1684,1106
1,3414,1684,1107
1,3414,1685,1108
1,3414,1685,1109
1,3414,1685,1110
1,3414,1685,1111
1,3414,1688,1112
1,3414,1688,1113
1,3414,1688,1114
1,3414,1688,1115
1,3414,1689,1116
1,3414,1689,1117
1,3414,1689,1118
1,3414,1689,1119
1,3414,1695,1120
1,3414,1695,1121
1,3414,1695,1122
1,3414,1695,1123
1,3414,1696,1124
1,3414,1696,1125
1,3414,1696,1126
1,3414,1696,1127
1,3414,1705,1128
1,3414,1705,1129
1,3414,1705,1130
1,3414,1705,1131
1,3414,1705,1132
1,3414,1705,1133
1,3414,1705,1134
1,3414,1705,1135
1,3414,1701,1136
1,3414,1701,1137
1,3414,1701,1138
1,3414,1701,1139
1,3414,1704,1140
1,3414,1704,1141
1,3414,1704,1142
1,3414,1704,1143
1,3414,1698,1144
1,3414,1698,1145
1,3414,1698,1146
1,3414,1698,1147
1,3414,1697,1148
1,3414,1697,1149
1,3414,1697,1150
1,3414,1697,1151
1,3414,1699,1152
1,3414,1699,1153
1,3414,1699,1154
1,3414,1699,1155
1,3414,1700,1156
1,3414,1700,1157
1,3414,1700,1158
1,3414,1700,1159
1,3414,1702,1160
1,3414,1702,1161
1,3414,1702,1162
1,3414,1702,1163
1,3414,1703,1164
1,3414,1703,1165
1,3414,1703,1166
1,3414,1703,1167
1,3414,1705,1168
1,3414,1705,1169
1,3414,1705,1170
1,3414,1705,1171
1,3414,1705,1172
1,3414,1705,1173
1,3414,1705,1174
1,3414,1705,1175
1,3414,1724,1176
1,3414,1724,1177
1,3414,1724,1178
1,3414,1724,1179
1,3414,1725,1180
1,3414,1725,1181
1,3414,1725,1182
1,3414,1725,1183
1,3414,1720,1184
1,3414,1720,1185
1,3414,1720,1186
1,3414,1720,1187
1,3414,1719,1188
1,3414,1719,1189
1,3414,1719,1190
1,3414,1719,1191
1,3414,1707,1192
1,3414,1709,1193
1,3414,1710,1194
1,3414,1708,1195
1,3414,1706,1196
1,3414,1706,1197
1,3414,1706,1198
1,3414,1706,1199
1,3414,1712,1200
1,3414,1713,1201
1,3414,1711,1202
1,3414,1714,1203
1,3414,1718,1204
1,3414,1715,1205
1,3414,1716,1206
1,3414,1717,1207
1,3414,1721,1208
1,3414,1721,1209
1,3414,1721,1210
1,3414,1721,1211
1,3414,1722,1212
1,3414,1722,1213
1,3414,1722,1214
1,3414,1722,1215
1,3414,1726,1216
1,3414,1726,1217
1,3414,1726,1218
1,3414,1726,1219
1,3414,1723,1220
1,3414,1723,1221
1,3414,1723,1222
1,3414,1723,1223
1,3414,1729,1224
1,3414,1729,1225
1,3414,1729,1226
1,3414,1729,1227
1,3414,1729,1228
1,3414,1729,1229
1,3414,1729,1230
1,3414,1729,1231
1,3414,1728,1232
1,3414,1728,1233
1,3414,1728,1234
1,3414,1728,1235
1,3414,1728,1236
1,3414,1728,1237
1,3414,1728,1238
1,3414,1728,1239
1,3414,1727,1240
1,3414,1727,1241
1,3414,1727,1242
1,3414,1727,1243
1,3414,1727,1244
1,3414,1727,1245
1,3414,1727,1246
1,3414,1727,1247
1,3414,1727,1248
1,3414,1727,1249
1,3414,1727,1250
1,3414,1727,1251
1,3414,1727,1252
1,3414,1727,1253
1,3414,1727,1254
1,3414,1727,1255
1,3414,1728,1256
1,3414,1728,1257
1,3414,1728,1258
1,3414,1728,1259
1,3414,1728,1260
1,3414,1728,1261
1,3414,1728,1262
1,3414,1728,1263
1,3414,1729,1264
1,3414,1729,1265
1,3414,1729,1266
1,3414,1729,1267
1,3414,1729,1268
1,3414,1729,1269
1,3414,1729,1270
1,3414,1729,1271
1,3414,1730,1272
1,3414,1730,1273
1,3414,1730,1274
1,3414,1730,1275
1,3414,1730,1276
1,3414,1730,1277
1,3414,1730,1278
1,3414,1730,1279
1,3414,1730,1280
1,3414,1730,1281
1,3414,1730,1282
1,3414,1730,1283
1,3414,1730,1284
1,3414,1730,1285
1,3414,1730,1286
1,3414,1730,1287
1,3414,1731,1288
1,3414,1731,1289
1,3414,1731,1290
1,3414,1731,1291
1,3414,1731,1292
1,3414,1731,1293
1,3414,1731,1294
1,3414,1731,1295
1,3414,1731,1296
1,3414,1731,1297
1,3414,1731,1298
1,3414,1731,1299
1,3414,1731,1300
1,3414,1731,1301
1,3414,1731,1302
1,3414,1731,1303
1,3414,1732,1304
1,3414,1732,1305
1,3414,1732,1306
1,3414,1732,1307
1,3414,1732,1308
1,3414,1732,1309
1,3414,1732,1310
1,3414,1732,1311
1,3414,1732,1312
1,3414,1732,1313
1,3414,1732,1314
1,3414,1732,1315
1,3414,1732,1316
1,3414,1732,1317
1,3414,1732,1318
1,3414,1732,1319
1,3410,1560,1320
1,3410,1560,1321
1,3410,1560,1322
1,3410,1560,1323
1,3410,1560,1324
1,3410,1560,1325
1,3410,1560,1326
1,3410,1560,1327
1,3410,1554,1328
1,3410,1554,1329
1,3410,1554,1330
1,3410,1554,1331
1,3410,1553,1332
1,3410,1553,1333
1,3410,1553,1334
1,3410,1553,1335
1,3410,1552,1336
1,3410,1552,1337
1,3410,1552,1338
1,3410,1552,1339
1,3410,1552,1340
1,3410,1552,1341
1,3410,1552,1342
1,3410,1552,1343
1,3410,1552,1344
1,3410,1552,1345
1,3410,1552,1346
1,3410,1552,1347
1,3410,1552,1348
1,3410,1552,1349
1,3410,1552,1350
1,3410,1552,1351
1,3410,1555,1352
1,3410,1555,1353
1,3410,1555,1354
1,3410,1555,1355
1,3410,1557,1356
1,3410,1559,1357
1,3410,1556,1358
1,3410,1558,1359
1,3410,1560,1360
1,3410,1560,1361
1,3410,1560,1362
1,3410,1560,1363
1,3410,1560,1364
1,3410,1560,1365
1,3410,1560,1366
1,3410,1560,1367
1,3410,1569,1368
1,3410,1569,1369
1,3410,1569,1370
1,3410,1569,1371
1,3410,1566,1372
1,3410,1566,1373
1,3410,1566,1374
1,3410,1566,1375
1,3410,1565,1376
1,3410,1565,1377
1,3410,1565,1378
1,3410,1565,1379
1,3410,1562,1380
1,3410,1562,1381
1,3410,1562,1382
1,3410,1562,1383
1,3410,1561,1384
1,3410,1561,1385
1,3410,1561,1386
1,3410,1561,1387
1,3410,1561,1388
1,3410,1561,1389
1,3410,1561,1390
1,3410,1561,1391
1,3410,1561,1392
1,3410,1561,1393
1,3410,1561,1394
1,3410,1561,1395
1,3410,1561,1396
1,3410,1561,1397
1,3410,1561,1398
1,3410,1561,1399
1,3410,1564,1400
1,3410,1564,1401
1,3410,1564,1402
1,3410,1564,1403
1,3410,1563,1404
1,3410,1563,1405
1,3410,1563,1406
1,3410,1563,1407
1,3410,1567,1408
1,3410,1567,1409
1,3410,1567,1410
1,3410,1567,1411
1,3410,1568,1412
1,3410,1568,1413
1,3410,1568,1414
1,3410,1568,1415
1,3410,1572,1416
1,3410,1572,1417
1,3410,1572,1418
1,3410,1572,1419
1,3410,1572,1420
1,3410,1572,1421
1,3410,1572,1422
1,3410,1572,1423
1,3410,1571,1424
1,3410,1571,1425
1,3410,1571,1426
1,3410,1571,1427
1,3410,1571,1428
1,3410,1571,1429
1,3410,1571,1430
1,3410,1571,1431
1,3410,1570,1432
1,3410,1570,1433
1,3410,1570,1434
1,3410,1570,1435
1,3410,1570,1436
1,3410,1570,1437
1,3410,1570,1438
1,3410,1570,1439
1,3410,1570,1440
1,3410,1570,1441
1,3410,1570,1442
1,3410,1570,1443
1,3410,1570,1444
1,3410,1570,1445
