REGION,PUMA,TAZ,MAZ
1,3415,895,3634
1,3415,895,3635
1,3415,895,3636
1,3415,894,3637
1,3415,894,3638
1,3415,894,3639
1,3415,894,3640
1,3415,890,3641
1,3415,891,3642
1,3415,892,3643
1,3419,893,3644
1,3419,889,3645
1,3419,889,3646
1,3419,889,3647
1,3419,889,3648
1,3415,887,3649
1,3415,885,3650
1,3419,888,3651
1,3419,886,3652
1,3415,881,3653
1,3415,883,3654
1,3419,882,3655
1,3419,884,3656
1,3419,896,3657
1,3419,899,3658
1,3419,897,3659
1,3419,898,3660
1,3419,900,3661
1,3419,900,3662
1,3419,900,3663
1,3419,900,3664
1,3419,901,3665
1,3419,901,3666
1,3419,901,3667
1,3419,901,3668
1,3419,902,3669
1,3419,902,3670
1,3419,902,3671
1,3419,902,3672
1,3415,903,3673
1,3415,903,3674
1,3415,903,3675
1,3415,903,3676
1,3415,904,3677
1,3415,904,3678
1,3415,904,3679
1,3415,904,3680
1,3416,960,3681
1,3416,960,3682
1,3416,960,3683
1,3416,960,3684
1,3416,959,3685
1,3416,959,3686
1,3416,959,3687
1,3416,959,3688
1,3416,958,3689
1,3416,958,3690
1,3416,958,3691
1,3416,958,3692
1,3416,957,3693
1,3416,957,3694
1,3416,957,3695
1,3416,957,3696
1,3416,956,3697
1,3416,956,3698
1,3416,956,3699
1,3416,956,3700
1,3416,955,3701
1,3416,955,3702
1,3416,955,3703
1,3416,955,3704
1,3416,961,3705
1,3416,961,3706
1,3416,961,3707
1,3416,961,3708
1,3416,962,3709
1,3416,962,3710
1,3416,962,3711
1,3416,962,3712
1,3416,963,3713
1,3416,963,3714
1,3416,963,3715
1,3416,963,3716
1,3416,964,3717
1,3416,964,3718
1,3416,964,3719
1,3416,964,3720
1,3416,965,3721
1,3416,965,3722
1,3416,965,3723
1,3416,965,3724
1,3416,966,3725
1,3416,966,3726
1,3416,966,3727
1,3416,966,3728
1,3416,972,3729
1,3416,972,3730
1,3416,972,3731
1,3416,972,3732
1,3416,971,3733
1,3416,971,3734
1,3416,971,3735
1,3416,971,3736
1,3416,970,3737
1,3416,970,3738
1,3416,970,3739
1,3416,970,3740
1,3416,969,3741
1,3416,969,3742
1,3416,969,3743
1,3416,969,3744
1,3416,968,3745
1,3416,968,3746
1,3416,968,3747
1,3416,968,3748
1,3416,967,3749
1,3416,967,3750
1,3416,967,3751
1,3416,967,3752
1,3416,973,3753
1,3416,973,3754
1,3416,973,3755
1,3416,973,3756
1,3416,974,3757
1,3416,974,3758
1,3416,974,3759
1,3416,974,3760
1,3416,975,3761
1,3416,975,3762
1,3416,975,3763
1,3416,975,3764
1,3416,976,3765
1,3416,976,3766
1,3416,976,3767
1,3416,976,3768
1,3416,977,3769
1,3416,977,3770
1,3416,977,3771
1,3416,977,3772
1,3416,978,3773
1,3416,978,3774
1,3416,978,3775
1,3416,978,3776
1,3416,994,3777
1,3416,994,3778
1,3416,994,3779
1,3416,994,3780
1,3416,993,3781
1,3416,990,3782
1,3416,992,3783
1,3416,991,3784
1,3416,987,3785
1,3416,986,3786
1,3416,988,3787
1,3416,989,3788
1,3416,983,3789
1,3416,984,3790
1,3416,985,3791
1,3416,982,3792
1,3416,980,3793
1,3416,980,3794
1,3416,980,3795
1,3416,980,3796
1,3416,979,3797
1,3416,979,3798
1,3416,979,3799
1,3416,979,3800
1,3416,979,3801
1,3416,979,3802
1,3416,979,3803
1,3416,979,3804
1,3416,981,3805
1,3416,981,3806
1,3416,981,3807
1,3416,981,3808
1,3416,995,3809
1,3416,995,3810
1,3416,995,3811
1,3416,995,3812
1,3416,996,3813
1,3416,996,3814
1,3416,996,3815
1,3416,996,3816
1,3416,998,3817
1,3416,1000,3818
1,3416,999,3819
1,3416,997,3820
1,3416,1001,3821
1,3416,1001,3822
1,3416,1001,3823
1,3416,1001,3824
1,3416,1071,3825
1,3416,1069,3826
1,3416,1069,3827
1,3416,1069,3828
1,3416,1069,3829
1,3416,1070,3830
1,3416,1070,3831
1,3416,1070,3832
1,3416,1070,3833
1,3416,1071,3834
1,3416,1071,3835
1,3416,1071,3836
1,3416,1073,3837
1,3416,1073,3838
1,3416,1073,3839
1,3416,1073,3840
1,3416,1073,3841
1,3416,1072,3842
1,3416,1072,3843
1,3416,1072,3844
1,3416,1072,3845
1,3416,1074,3846
1,3416,1074,3847
1,3416,1074,3848
1,3416,1074,3849
1,3416,1075,3850
1,3416,1075,3851
1,3416,1075,3852
1,3416,1075,3853
1,3416,1076,3854
1,3416,1076,3855
1,3416,1076,3856
1,3416,1076,3857
1,3416,1076,3858
1,3416,1080,3859
1,3416,1080,3860
1,3416,1080,3861
1,3416,1080,3862
1,3416,1080,3863
1,3416,1079,3864
1,3416,1079,3865
1,3416,1079,3866
1,3416,1079,3867
1,3416,1078,3868
1,3416,1078,3869
1,3416,1078,3870
1,3416,1078,3871
1,3416,1077,3872
1,3416,1077,3873
1,3416,1077,3874
1,3416,1077,3875
1,3416,1081,3876
1,3416,1081,3877
1,3416,1081,3878
1,3416,1081,3879
1,3416,1082,3880
1,3416,1082,3881
1,3416,1082,3882
1,3416,1082,3883
1,3416,1084,3884
1,3416,1085,3885
1,3421,1083,3886
1,3421,1086,3887
1,3416,1090,3888
1,3416,1088,3889
1,3421,1089,3890
1,3421,1087,3891
1,3416,1091,3892
1,3416,1091,3893
1,3416,1091,3894
1,3416,1091,3895
1,3207,1733,3896
1,3207,1733,3897
1,3207,1734,3898
1,3207,1734,3899
1,3207,1734,3900
1,3207,1734,3901
1,3207,1734,3902
1,3207,1734,3903
1,3207,1969,3904
1,3204,2110,3905
1,3204,2110,3906
1,3204,2110,3907
1,3204,2110,3908
1,3204,2110,3909
1,3204,2110,3910
1,3204,2110,3911
1,3204,2110,3912
1,3204,2109,3913
1,3204,2109,3914
1,3204,2109,3915
1,3204,2109,3916
1,3204,2109,3917
1,3204,2109,3918
1,3204,2109,3919
1,3204,2109,3920
1,3204,2108,3921
1,3204,2108,3922
1,3204,2108,3923
1,3204,2108,3924
1,3204,2108,3925
1,3204,2108,3926
1,3204,2108,3927
1,3204,2108,3928
1,3204,2108,3929
1,3204,2108,3930
1,3204,2108,3931
1,3204,2108,3932
1,3204,2108,3933
1,3204,2108,3934
1,3204,2108,3935
1,3204,2108,3936
1,3204,2109,3937
1,3204,2109,3938
1,3204,2109,3939
1,3204,2109,3940
1,3204,2109,3941
1,3204,2109,3942
1,3204,2109,3943
1,3204,2109,3944
1,3204,2110,3945
1,3204,2110,3946
1,3204,2110,3947
1,3204,2110,3948
1,3204,2110,3949
1,3204,2110,3950
1,3204,2109,3951
1,3204,2109,3952
1,3204,2109,3953
1,3204,2109,3954
1,3204,2109,3955
1,3204,2109,3956
1,3204,2109,3957
1,3204,2111,3958
1,3204,2111,3959
1,3204,2111,3960
1,3204,2111,3961
1,3204,2111,3962
1,3204,2111,3963
1,3204,2111,3964
1,3204,2111,3965
1,3209,1768,3966
1,3209,1768,3967
1,3209,1768,3968
1,3209,1768,3969
1,3209,1767,3970
1,3209,1767,3971
1,3209,1767,3972
1,3209,1767,3973
1,3209,1761,3974
1,3209,1761,3975
1,3209,1761,3976
1,3209,1761,3977
1,3209,1760,3978
1,3209,1760,3979
1,3209,1760,3980
1,3209,1760,3981
1,3209,1757,3982
1,3209,1757,3983
1,3209,1757,3984
1,3209,1757,3985
1,3209,1756,3986
1,3209,1756,3987
1,3209,1756,3988
1,3209,1756,3989
1,3209,1758,3990
1,3209,1758,3991
1,3209,1758,3992
1,3209,1758,3993
1,3209,1759,3994
1,3209,1759,3995
1,3209,1759,3996
1,3209,1759,3997
1,3209,1762,3998
1,3209,1762,3999
1,3209,1762,4000
1,3209,1762,4001
1,3209,1766,4002
1,3209,1764,4003
1,3209,1765,4004
1,3209,1763,4005
1,3209,1769,4006
1,3209,1769,4007
1,3209,1769,4008
1,3209,1769,4009
1,3209,1772,4010
1,3209,1771,4011
1,3209,1770,4012
1,3209,1773,4013
1,3209,1798,4014
1,3209,1796,4015
1,3209,1795,4016
1,3209,1797,4017
1,3209,1794,4018
1,3209,1793,4019
1,3209,1792,4020
1,3209,1791,4021
1,3209,1782,4022
1,3209,1782,4023
1,3209,1782,4024
1,3209,1782,4025
1,3209,1781,4026
1,3209,1781,4027
1,3209,1781,4028
1,3209,1781,4029
1,3209,1775,4030
1,3209,1775,4031
1,3209,1775,4032
1,3209,1775,4033
1,3209,1774,4034
1,3209,1774,4035
1,3209,1774,4036
1,3209,1774,4037
1,3209,1776,4038
1,3209,1776,4039
1,3209,1776,4040
1,3209,1776,4041
1,3209,1779,4042
1,3209,1780,4043
1,3209,1778,4044
1,3209,1777,4045
1,3209,1783,4046
1,3209,1784,4047
1,3209,1786,4048
1,3209,1785,4049
1,3209,1788,4050
1,3209,1790,4051
1,3209,1789,4052
1,3209,1787,4053
1,3209,1799,4054
1,3209,1799,4055
1,3209,1799,4056
1,3209,1799,4057
1,3209,1800,4058
1,3209,1800,4059
1,3209,1800,4060
1,3209,1800,4061
1,3209,1812,4062
1,3209,1812,4063
1,3209,1812,4064
1,3209,1812,4065
1,3209,1812,4066
1,3209,1812,4067
1,3209,1812,4068
1,3209,1812,4069
1,3209,1809,4070
1,3209,1809,4071
1,3209,1809,4072
1,3209,1809,4073
1,3209,1811,4074
1,3209,1811,4075
1,3209,1811,4076
1,3209,1811,4077
1,3209,1804,4078
1,3209,1805,4079
1,3209,1803,4080
1,3209,1802,4081
1,3209,1801,4082
1,3209,1801,4083
1,3209,1801,4084
1,3209,1801,4085
1,3209,1806,4086
1,3209,1806,4087
1,3209,1806,4088
1,3209,1806,4089
1,3209,1807,4090
1,3209,1807,4091
1,3209,1807,4092
1,3209,1807,4093
1,3209,1808,4094
1,3209,1808,4095
1,3209,1808,4096
1,3209,1808,4097
1,3209,1810,4098
1,3209,1810,4099
1,3209,1810,4100
1,3209,1810,4101
1,3209,1812,4102
1,3209,1812,4103
1,3209,1812,4104
1,3209,1812,4105
1,3209,1812,4106
1,3209,1812,4107
1,3209,1812,4108
1,3209,1812,4109
1,3203,1930,4110
1,3203,1930,4111
1,3203,1930,4112
1,3203,1930,4113
1,3203,1929,4114
1,3203,1929,4115
1,3203,1929,4116
1,3203,1929,4117
1,3203,1920,4118
1,3203,1920,4119
1,3203,1920,4120
1,3203,1920,4121
1,3203,1919,4122
1,3203,1919,4123
1,3203,1919,4124
1,3203,1919,4125
1,3203,1913,4126
1,3203,1913,4127
1,3203,1913,4128
1,3203,1913,4129
1,3203,1912,4130
1,3203,1912,4131
1,3203,1912,4132
1,3203,1912,4133
1,3203,1914,4134
1,3203,1914,4135
1,3203,1914,4136
1,3203,1914,4137
1,3203,1917,4138
1,3203,1916,4139
1,3203,1918,4140
1,3203,1915,4141
1,3203,1924,4142
1,3203,1921,4143
1,3203,1923,4144
1,3203,1922,4145
1,3203,1928,4146
1,3203,1927,4147
1,3203,1926,4148
1,3203,1925,4149
1,3203,1932,4150
1,3203,1932,4151
1,3203,1932,4152
1,3203,1932,4153
1,3203,1931,4154
1,3203,1931,4155
1,3203,1931,4156
1,3203,1931,4157
1,3203,1943,4158
1,3203,1943,4159
1,3203,1943,4160
1,3203,1943,4161
1,3203,1944,4162
1,3203,1944,4163
1,3203,1944,4164
1,3203,1944,4165
1,3203,1940,4166
1,3203,1940,4167
1,3203,1940,4168
1,3203,1940,4169
1,3203,1938,4170
1,3203,1938,4171
1,3203,1938,4172
1,3203,1938,4173
1,3203,1935,4174
1,3203,1935,4175
1,3203,1935,4176
1,3203,1935,4177
1,3203,1934,4178
1,3203,1934,4179
1,3203,1934,4180
1,3203,1934,4181
1,3203,1933,4182
1,3203,1933,4183
1,3203,1933,4184
1,3203,1933,4185
1,3203,1936,4186
1,3203,1936,4187
1,3203,1936,4188
1,3203,1936,4189
1,3203,1937,4190
1,3203,1937,4191
1,3203,1937,4192
1,3203,1937,4193
1,3203,1939,4194
1,3203,1939,4195
1,3203,1939,4196
1,3203,1939,4197
1,3203,1941,4198
1,3203,1941,4199
1,3203,1941,4200
1,3203,1941,4201
1,3203,1942,4202
1,3203,1942,4203
1,3203,1942,4204
1,3203,1942,4205
1,3203,1950,4206
1,3203,1950,4207
1,3203,1950,4208
1,3203,1950,4209
1,3203,1951,4210
1,3203,1951,4211
1,3203,1951,4212
1,3203,1951,4213
1,3203,1949,4214
1,3203,1949,4215
1,3203,1949,4216
1,3203,1949,4217
1,3203,1949,4218
1,3203,1949,4219
1,3203,1949,4220
1,3203,1949,4221
1,3203,1946,4222
1,3203,1946,4223
1,3203,1946,4224
1,3203,1946,4225
1,3203,1947,4226
1,3203,1947,4227
1,3203,1947,4228
1,3203,1947,4229
1,3203,1948,4230
1,3203,1948,4231
1,3203,1948,4232
1,3203,1948,4233
1,3203,1945,4234
1,3203,1945,4235
1,3203,1945,4236
1,3203,1945,4237
1,3203,1949,4238
1,3203,1949,4239
1,3203,1949,4240
1,3203,1949,4241
1,3203,1949,4242
1,3203,1949,4243
1,3203,1949,4244
1,3203,1949,4245
1,3203,1952,4246
1,3203,1952,4247
1,3203,1952,4248
1,3203,1952,4249
1,3203,1953,4250
1,3203,1953,4251
1,3203,1953,4252
1,3203,1953,4253
1,3204,2059,4254
1,3204,2059,4255
1,3204,2059,4256
1,3204,2059,4257
1,3204,2058,4258
1,3204,2058,4259
1,3204,2058,4260
1,3204,2058,4261
1,3204,2057,4262
1,3204,2057,4263
1,3204,2057,4264
1,3204,2057,4265
1,3204,2056,4266
1,3204,2056,4267
1,3204,2056,4268
1,3204,2056,4269
1,3204,2053,4270
1,3204,2052,4271
1,3204,2054,4272
1,3204,2055,4273
1,3204,2051,4274
1,3204,2051,4275
1,3204,2051,4276
1,3204,2051,4277
1,3204,2060,4278
1,3204,2060,4279
1,3204,2060,4280
1,3204,2060,4281
1,3204,2061,4282
1,3204,2061,4283
1,3204,2061,4284
1,3204,2061,4285
1,3204,2062,4286
1,3204,2062,4287
1,3204,2062,4288
1,3204,2062,4289
1,3204,2063,4290
1,3204,2063,4291
1,3204,2063,4292
1,3204,2063,4293
1,3204,2064,4294
1,3204,2064,4295
1,3204,2064,4296
1,3204,2064,4297
1,3204,2065,4298
1,3204,2065,4299
1,3204,2065,4300
1,3204,2065,4301
1,3204,2077,4302
1,3204,2077,4303
1,3204,2077,4304
1,3204,2077,4305
1,3204,2075,4306
1,3204,2074,4307
1,3204,2076,4308
1,3204,2073,4309
1,3204,2072,4310
1,3204,2072,4311
1,3204,2072,4312
1,3204,2072,4313
1,3204,2071,4314
1,3204,2070,4315
1,3204,2068,4316
1,3204,2069,4317
1,3204,2067,4318
1,3204,2067,4319
1,3204,2067,4320
1,3204,2067,4321
1,3204,2066,4322
1,3204,2066,4323
1,3204,2066,4324
1,3204,2066,4325
1,3204,2078,4326
1,3204,2078,4327
1,3204,2078,4328
1,3204,2078,4329
1,3204,2079,4330
1,3204,2079,4331
1,3204,2079,4332
1,3204,2079,4333
1,3204,2081,4334
1,3204,2080,4335
1,3204,2083,4336
1,3204,2082,4337
1,3204,2084,4338
1,3204,2084,4339
1,3204,2084,4340
1,3204,2084,4341
1,3204,2088,4342
1,3204,2087,4343
1,3204,2085,4344
1,3204,2086,4345
1,3204,2089,4346
1,3204,2089,4347
1,3204,2089,4348
1,3204,2089,4349
1,3204,2101,4350
1,3204,2101,4351
1,3204,2101,4352
1,3204,2101,4353
1,3204,2100,4354
1,3204,2100,4355
1,3204,2100,4356
1,3204,2100,4357
1,3204,2099,4358
1,3204,2099,4359
1,3204,2099,4360
1,3204,2099,4361
1,3204,2098,4362
1,3204,2098,4363
1,3204,2098,4364
1,3204,2098,4365
1,3204,2096,4366
1,3204,2097,4367
1,3204,2094,4368
1,3204,2095,4369
1,3204,2091,4370
1,3204,2092,4371
1,3204,2090,4372
1,3204,2093,4373
1,3204,2102,4374
1,3204,2102,4375
1,3204,2102,4376
1,3204,2102,4377
1,3204,2103,4378
1,3204,2103,4379
1,3204,2103,4380
1,3204,2103,4381
1,3204,2104,4382
1,3204,2104,4383
1,3204,2104,4384
1,3204,2104,4385
1,3204,2105,4386
1,3204,2105,4387
1,3204,2105,4388
1,3204,2105,4389
1,3204,2106,4390
1,3204,2106,4391
1,3204,2106,4392
1,3204,2106,4393
1,3204,2107,4394
1,3204,2107,4395
1,3204,2107,4396
1,3204,2107,4397
1,3208,1749,4398
1,3208,1749,4399
1,3208,1749,4400
1,3208,1749,4401
1,3208,1749,4402
1,3208,1749,4403
1,3208,1749,4404
1,3208,1749,4405
1,3208,1747,4406
1,3208,1747,4407
1,3208,1747,4408
1,3208,1747,4409
1,3208,1745,4410
1,3208,1745,4411
1,3208,1745,4412
1,3208,1745,4413
1,3208,1744,4414
1,3208,1744,4415
1,3208,1744,4416
1,3208,1744,4417
1,3208,1744,4418
1,3208,1744,4419
1,3208,1744,4420
1,3208,1744,4421
1,3208,1744,4422
1,3208,1744,4423
1,3208,1744,4424
1,3208,1744,4425
1,3208,1744,4426
1,3208,1744,4427
1,3208,1744,4428
1,3208,1744,4429
1,3208,1746,4430
1,3208,1746,4431
1,3208,1746,4432
1,3208,1746,4433
1,3208,1748,4434
1,3208,1748,4435
1,3208,1748,4436
1,3208,1748,4437
1,3208,1749,4438
1,3208,1749,4439
1,3208,1749,4440
1,3208,1749,4441
1,3208,1749,4442
1,3208,1749,4443
1,3208,1749,4444
1,3208,1749,4445
1,3208,1752,4446
1,3208,1752,4447
1,3208,1752,4448
1,3208,1752,4449
1,3208,1752,4450
1,3208,1752,4451
1,3208,1752,4452
1,3208,1752,4453
1,3209,1751,4454
1,3209,1751,4455
1,3209,1751,4456
1,3209,1751,4457
1,3209,1751,4458
1,3209,1751,4459
1,3209,1751,4460
1,3209,1751,4461
1,3209,1750,4462
1,3209,1750,4463
1,3209,1750,4464
1,3209,1750,4465
1,3209,1750,4466
1,3209,1750,4467
1,3209,1750,4468
1,3209,1750,4469
1,3209,1750,4470
1,3209,1750,4471
1,3209,1750,4472
1,3209,1750,4473
1,3209,1750,4474
1,3209,1750,4475
1,3209,1750,4476
1,3209,1750,4477
1,3209,1751,4478
1,3209,1751,4479
1,3209,1751,4480
1,3209,1751,4481
1,3209,1751,4482
1,3209,1751,4483
1,3209,1751,4484
1,3209,1751,4485
1,3208,1752,4486
1,3208,1752,4487
1,3208,1752,4488
1,3208,1752,4489
1,3208,1752,4490
1,3208,1752,4491
1,3208,1752,4492
1,3208,1752,4493
1,3209,1755,4494
1,3209,1755,4495
1,3209,1755,4496
1,3209,1755,4497
1,3209,1755,4498
1,3209,1755,4499
1,3209,1755,4500
1,3209,1755,4501
1,3209,1754,4502
1,3209,1754,4503
1,3209,1754,4504
1,3209,1754,4505
1,3209,1754,4506
1,3209,1754,4507
1,3209,1754,4508
1,3209,1754,4509
1,3209,1753,4510
1,3209,1753,4511
1,3209,1753,4512
1,3209,1753,4513
1,3209,1753,4514
1,3209,1753,4515
1,3209,1753,4516
1,3209,1753,4517
1,3209,1753,4518
1,3209,1753,4519
1,3209,1753,4520
1,3209,1753,4521
1,3209,1753,4522
1,3209,1753,4523
1,3209,1753,4524
1,3209,1753,4525
1,3209,1754,4526
1,3209,1754,4527
1,3209,1754,4528
1,3209,1754,4529
1,3209,1754,4530
1,3209,1754,4531
1,3209,1754,4532
1,3209,1754,4533
1,3209,1755,4534
1,3209,1755,4535
1,3209,1755,4536
1,3209,1755,4537
1,3209,1755,4538
1,3209,1755,4539
1,3209,1755,4540
1,3209,1755,4541
1,3202,1870,4542
1,3202,1870,4543
1,3202,1870,4544
1,3202,1870,4545
1,3202,1869,4546
1,3202,1869,4547
1,3202,1869,4548
1,3202,1869,4549
1,3202,1863,4550
1,3202,1863,4551
1,3202,1863,4552
1,3202,1863,4553
1,3202,1861,4554
1,3202,1860,4555
1,3202,1862,4556
1,3202,1859,4557
1,3202,1856,4558
1,3202,1856,4559
1,3202,1856,4560
1,3202,1856,4561
1,3202,1855,4562
1,3202,1855,4563
1,3202,1855,4564
1,3202,1855,4565
1,3202,1857,4566
1,3202,1857,4567
1,3202,1857,4568
1,3202,1857,4569
1,3202,1858,4570
1,3202,1858,4571
1,3202,1858,4572
1,3202,1858,4573
1,3202,1864,4574
1,3202,1866,4575
1,3202,1867,4576
1,3202,1865,4577
1,3202,1868,4578
1,3202,1868,4579
1,3202,1868,4580
1,3202,1868,4581
1,3202,1874,4582
1,3202,1872,4583
1,3202,1871,4584
1,3202,1873,4585
1,3202,1875,4586
1,3202,1875,4587
1,3202,1875,4588
1,3202,1875,4589
1,3202,1897,4590
1,3202,1897,4591
1,3202,1897,4592
1,3202,1897,4593
1,3202,1895,4594
1,3202,1893,4595
1,3202,1896,4596
1,3202,1894,4597
1,3202,1887,4598
1,3202,1887,4599
1,3202,1887,4600
1,3202,1887,4601
1,3202,1885,4602
1,3202,1884,4603
1,3202,1886,4604
1,3202,1883,4605
1,3202,1877,4606
1,3202,1879,4607
1,3202,1878,4608
1,3202,1880,4609
1,3202,1876,4610
1,3202,1876,4611
1,3202,1876,4612
1,3202,1876,4613
1,3202,1881,4614
1,3202,1881,4615
1,3202,1881,4616
1,3202,1881,4617
1,3202,1882,4618
1,3202,1882,4619
1,3202,1882,4620
1,3202,1882,4621
1,3202,1888,4622
1,3202,1888,4623
1,3202,1888,4624
1,3202,1888,4625
1,3202,1889,4626
1,3202,1890,4627
1,3202,1892,4628
1,3202,1891,4629
1,3202,1899,4630
1,3202,1901,4631
1,3202,1900,4632
1,3202,1898,4633
1,3202,1902,4634
1,3202,1902,4635
1,3202,1902,4636
1,3202,1902,4637
1,3202,1909,4638
1,3202,1909,4639
1,3202,1909,4640
1,3202,1909,4641
1,3202,1908,4642
1,3202,1908,4643
1,3202,1908,4644
1,3202,1908,4645
1,3202,1907,4646
1,3202,1907,4647
1,3202,1907,4648
1,3202,1907,4649
1,3202,1904,4650
1,3202,1904,4651
1,3202,1904,4652
1,3202,1904,4653
1,3202,1903,4654
1,3202,1903,4655
1,3202,1903,4656
1,3202,1903,4657
1,3202,1903,4658
1,3202,1903,4659
1,3202,1903,4660
1,3202,1903,4661
1,3202,1903,4662
1,3202,1903,4663
1,3202,1903,4664
1,3202,1903,4665
1,3202,1903,4666
1,3202,1903,4667
1,3202,1903,4668
1,3202,1903,4669
1,3202,1906,4670
1,3202,1906,4671
1,3202,1906,4672
1,3202,1906,4673
1,3202,1905,4674
1,3202,1905,4675
1,3202,1905,4676
1,3202,1905,4677
1,3202,1911,4678
1,3202,1911,4679
1,3202,1911,4680
1,3202,1911,4681
1,3202,1910,4682
1,3202,1910,4683
1,3202,1910,4684
1,3202,1910,4685
1,3205,2014,4686
1,3205,2011,4687
1,3205,2013,4688
1,3205,2012,4689
1,3205,2010,4690
1,3205,2008,4691
1,3205,2007,4692
1,3205,2009,4693
1,3205,2006,4694
1,3205,2006,4695
1,3205,2006,4696
1,3205,2006,4697
1,3205,2005,4698
1,3205,2005,4699
1,3205,2005,4700
1,3205,2005,4701
1,3205,2004,4702
1,3205,2004,4703
1,3205,2004,4704
1,3205,2004,4705
1,3205,2003,4706
1,3205,2003,4707
1,3205,2003,4708
1,3205,2003,4709
1,3205,2015,4710
1,3205,2015,4711
1,3205,2015,4712
1,3205,2015,4713
1,3205,2016,4714
1,3205,2016,4715
1,3205,2016,4716
1,3205,2016,4717
1,3205,2017,4718
1,3205,2017,4719
1,3205,2017,4720
1,3205,2017,4721
1,3205,2018,4722
1,3205,2018,4723
1,3205,2018,4724
1,3205,2018,4725
1,3205,2019,4726
1,3205,2019,4727
1,3205,2019,4728
1,3205,2019,4729
1,3205,2020,4730
1,3205,2020,4731
1,3205,2020,4732
1,3205,2020,4733
1,3205,2026,4734
1,3205,2026,4735
1,3205,2026,4736
1,3205,2026,4737
1,3205,2025,4738
1,3205,2025,4739
1,3205,2025,4740
1,3205,2025,4741
1,3205,2024,4742
1,3205,2024,4743
1,3205,2024,4744
1,3205,2024,4745
1,3205,2023,4746
1,3205,2023,4747
1,3205,2023,4748
1,3205,2023,4749
1,3205,2022,4750
1,3205,2022,4751
1,3205,2022,4752
1,3205,2022,4753
1,3205,2021,4754
1,3205,2021,4755
1,3205,2021,4756
1,3205,2021,4757
1,3205,2027,4758
1,3205,2027,4759
1,3205,2027,4760
1,3205,2027,4761
1,3205,2028,4762
1,3205,2028,4763
1,3205,2028,4764
1,3205,2028,4765
1,3205,2031,4766
1,3205,2032,4767
1,3205,2030,4768
1,3205,2029,4769
1,3205,2033,4770
1,3205,2033,4771
1,3205,2033,4772
1,3205,2033,4773
1,3205,2034,4774
1,3205,2034,4775
1,3205,2034,4776
1,3205,2034,4777
1,3205,2035,4778
1,3205,2035,4779
1,3205,2035,4780
1,3205,2035,4781
1,3205,2044,4782
1,3205,2044,4783
1,3205,2044,4784
1,3205,2044,4785
1,3205,2043,4786
1,3205,2043,4787
1,3205,2043,4788
1,3205,2043,4789
1,3205,2042,4790
1,3205,2042,4791
1,3205,2042,4792
1,3205,2042,4793
1,3205,2041,4794
1,3205,2041,4795
1,3205,2041,4796
1,3205,2041,4797
1,3205,2040,4798
1,3205,2038,4799
1,3205,2037,4800
1,3205,2039,4801
1,3205,2036,4802
1,3205,2036,4803
1,3205,2036,4804
1,3205,2036,4805
1,3205,2045,4806
1,3205,2045,4807
1,3205,2045,4808
1,3205,2045,4809
1,3205,2046,4810
1,3205,2046,4811
1,3205,2046,4812
1,3205,2046,4813
1,3205,2047,4814
1,3205,2047,4815
1,3205,2047,4816
1,3205,2047,4817
1,3205,2048,4818
1,3205,2048,4819
1,3205,2048,4820
1,3205,2048,4821
1,3205,2049,4822
1,3205,2049,4823
1,3205,2049,4824
1,3205,2049,4825
1,3205,2050,4826
1,3205,2050,4827
1,3205,2050,4828
1,3205,2050,4829
1,3208,1737,4830
1,3208,1737,4831
1,3208,1737,4832
1,3208,1737,4833
1,3208,1737,4834
1,3208,1737,4835
1,3208,1737,4836
1,3208,1737,4837
1,3208,1736,4838
1,3208,1736,4839
1,3208,1736,4840
1,3208,1736,4841
1,3208,1736,4842
1,3208,1736,4843
1,3208,1736,4844
1,3208,1736,4845
1,3208,1735,4846
1,3208,1735,4847
1,3208,1735,4848
1,3208,1735,4849
1,3208,1735,4850
1,3208,1735,4851
1,3208,1735,4852
1,3208,1735,4853
1,3208,1735,4854
1,3208,1735,4855
1,3208,1735,4856
1,3208,1735,4857
1,3208,1735,4858
1,3208,1735,4859
1,3208,1735,4860
1,3208,1735,4861
1,3208,1736,4862
1,3208,1736,4863
1,3208,1736,4864
1,3208,1736,4865
1,3208,1736,4866
1,3208,1736,4867
1,3208,1736,4868
1,3208,1736,4869
1,3208,1737,4870
1,3208,1737,4871
1,3208,1737,4872
1,3208,1737,4873
1,3208,1737,4874
1,3208,1737,4875
1,3208,1737,4876
1,3208,1737,4877
1,3208,1740,4878
1,3208,1740,4879
1,3208,1740,4880
1,3208,1740,4881
1,3208,1740,4882
1,3208,1740,4883
1,3208,1740,4884
1,3208,1740,4885
1,3208,1739,4886
1,3208,1739,4887
1,3208,1739,4888
1,3208,1739,4889
1,3208,1739,4890
1,3208,1739,4891
1,3208,1739,4892
1,3208,1739,4893
1,3208,1738,4894
1,3208,1738,4895
1,3208,1738,4896
1,3208,1738,4897
1,3208,1738,4898
1,3208,1738,4899
1,3208,1738,4900
1,3208,1738,4901
1,3208,1738,4902
1,3208,1738,4903
1,3208,1738,4904
1,3208,1738,4905
1,3208,1738,4906
1,3208,1738,4907
1,3208,1738,4908
1,3208,1738,4909
1,3208,1739,4910
1,3208,1739,4911
1,3208,1739,4912
1,3208,1739,4913
1,3208,1739,4914
1,3208,1739,4915
1,3208,1739,4916
1,3208,1739,4917
1,3208,1740,4918
1,3208,1740,4919
1,3208,1740,4920
